bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,hard_neg_count,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio
1526,105458,2,C,"[145995, 183766, 155924, 40503, 51577, 34389, 111257, 118763, 156407, 207897]","[14433, 80846, 105458, 164403, 96449, 137892, 43109, 73997, 99147, 82453]","1. Sex Murder Party (feat. Jamie Principle & Zebra Katz) - Gorillaz - Humanz; 2. Pineapple Slush - Richie Woods - Wow Cool; 3. The Rockafeller Skank - Fatboy Slim - You've Come A Long Way Baby; 4. NOT ON DOASM 2 (feat. Matt Champion) - Kevin Abstract - NOT ON DOASM 2 (feat. Matt Champion); 5. You're In Love With a Psycho - Kasabian - For Crying Out Loud (Deluxe); 6. Plastic Beach (feat. Mick Jones and Paul Simonon) - Gorillaz - Plastic Beach; 7. Hurry, Get Up - Bedroom - Grow; 8. Amor de Siempre - Cuco - Wannabewithu; 9. Beach Bummer - No Vacation - Amo XO; 10. Coffee And TV - Blur - 13",A. Drive Me Home - Adult Mom - Soft Spots; B. Freedom Day - Abbey Lincoln - Precious & Rare: Abbey Lincoln vol.2; C. Told Ya So - Adult Mom - Momentary Lapse of Happily; D. Be Your Own 3am - Adult Mom - Momentary Lapse of Happily; E. Survival - Adult Mom - Momentary Lapse of Happily; F. Full Screen - Adult Mom - Soft Spots; G. I Make Boys Cry - Adult Mom - Sometimes Bad Happens; H. I Think I'm Old Enough - Adult Mom - Sometimes Bad Happens; I. One Last Cry - Brian McKnight - Brian McKnight; J. Same - Adult Mom - Soft Spots,7,A,A,0,0.472,0.964
12332,16646,8,I,"[99099, 84284, 143027, 144748, 208769, 12425, 211703, 50536, 56780, 132049]","[24983, 53766, 176243, 84928, 161761, 80195, 36258, 118672, 16646, 32306]",1. Love Walked In - Mel Tormé - Velvet & Brass; 2. Strangers In the Night - Live - Mel Tormé - Right Now!; 3. The House Of The Rising Sun - Charlie Byrd - The Guitar Artistry Of Charlie Byrd; 4. (I Love You) For Sentimental Reasons - Nat King Cole - The Nat King Cole Story; 5. Corcovado - Stan Getz - Jazz Samba; 6. Glad to Be Unhappy - Billie Holiday - Lady In Satin; 7. Desafinado - Stereo Version - Stan Getz - Jazz Samba; 8. Angel Eyes - 1998 Digital Remaster - Frank Sinatra - Frank Sinatra Sings For Only The Lonely; 9. Nuages - Charlie Byrd - The Guitar Artistry Of Charlie Byrd; 10. Fools Rush In - 1999 Digital Remaster - Frank Sinatra - Nice 'N' Easy,A. Autumn In New York - Charlie Byrd - For Louis; B. Rodeo Trash Pit - Naomi Punk - Television Man; C. Every Single Piece - Radio Edit - Redondo - Every Single Piece; D. Make You A Believer - Skyzoo - Barrel Brothers; E. Boricua en la Luna - Fiel A La Vega - El Concierto Acústico II; F. L O V E - Michael Bublé - Collection; G. Indian Summer - Charlie Byrd - For Louis; H. Time Bomb - Blitz - Voice Of A Generation; I. Django - Charlie Byrd - The Guitar Artistry Of Charlie Byrd; J. El Pato Y La Pata - Junior Klan - Junior Klan,2,I,I,1,0.472,0.964
2767,45724,2,C,"[49561, 99441, 40057, 44773, 197953, 119816, 139952, 90378, 88317, 123707]","[127928, 199320, 45724, 142143, 89578, 166040, 124078, 126964, 68404, 36931]","1. Honey Sweet - Blossoms - Blossoms; 2. Cool - Daya - Sit Still, Look Pretty; 3. Hotter Than Hell - Dua Lipa - Dua Lipa; 4. Vibe. - JoJo - Mad Love.; 5. Hey - Willa - Criminals + Dreamers; 6. Blow Your Mind (Mwah) - Dua Lipa - Dua Lipa; 7. Lovefool - Willa - Lovefool; 8. You Were Never Too Much - Miynt - You Were Never Too Much; 9. Face Like Thunder - The Japanese House - Face Like Thunder; 10. True Disaster - Tove Lo - Lady Wood",A. Homesick - Dua Lipa - Dua Lipa; B. Dreams - Dua Lipa - Dua Lipa; C. Thinking 'Bout You - Live From Spotify London / 2016 - Dua Lipa - Spotify Sessions; D. Lost In Your Light (feat. Miguel) - Dua Lipa - Dua Lipa; E. New Rules - Dua Lipa - Dua Lipa; F. Thinking 'Bout You - Dua Lipa - Dua Lipa; G. IDGAF - Dua Lipa - Dua Lipa; H. Garden - Dua Lipa - Dua Lipa; I. Be The One - Netsky Remix - Dua Lipa - Be The One; J. Thinking 'Bout You - DECCO Remix - Dua Lipa - Thinking 'Bout You,9,E,E,0,0.472,0.964
8256,3261,0,A,"[120754, 24209, 96012, 134873, 54943, 78017, 84552, 47328, 179837, 73005]","[3261, 178985, 29352, 138682, 208067, 198833, 30241, 39824, 7183, 95625]",1. Coronation - Ramin Djawadi - Game of Thrones (Music from the HBO® Series - Season 6); 2. The Lannisters Send Their Regards - Ramin Djawadi - Game Of Thrones (Music from the HBO® Series) Season 3; 3. The North Remembers - Ramin Djawadi - Game of Thrones (Music from the HBO® Series - Season 4); 4. Await The King's Justice - Ramin Djawadi - Game Of Thrones; 5. Dracarys - Ramin Djawadi - Game Of Thrones (Music from the HBO® Series) Season 3; 6. The Kingsroad - Ramin Djawadi - Game Of Thrones; 7. Bastard - Ramin Djawadi - Game of Thrones (Music from the HBO® Series - Season 6); 8. First of His Name - Ramin Djawadi - Game of Thrones (Music from the HBO® Series - Season 4); 9. Hodor (Bonus Track) - Ramin Djawadi - Game of Thrones (Music from the HBO® Series - Season 6); 10. For the Realm - Ramin Djawadi - Game Of Thrones (Music from the HBO® Series) Season 3,"A. Oathkeeper - Ramin Djawadi - Game of Thrones (Music from the HBO® Series - Season 4); B. Sweetwater - Ramin Djawadi - Westworld: Season 1 (Music from the HBO® Series); C. Spoils of War, Pt. 1 - Ramin Djawadi - Game Of Thrones: Season 7 (Music from the HBO® Series); D. White Hats - Ramin Djawadi - Westworld: Season 1 (Music from the HBO® Series); E. Memories - Ramin Djawadi - Westworld: Season 1 (Music from the HBO® Series); F. No One Walks Away from Me - Ramin Djawadi - Game Of Thrones: Season 7 (Music from the HBO® Series); G. Exit Music (For a Film) - Ramin Djawadi - Westworld: Season 1 (Music from the HBO® Series); H. No One's Controlling Me - Ramin Djawadi - Westworld: Season 1 (Music from the HBO® Series); I. What Does This Mean - Ramin Djawadi - Westworld: Season 1 (Music from the HBO® Series); J. Pacific Rim (feat. Tom Morello) - Ramin Djawadi - Pacific Rim Soundtrack from Warner Bros. Pictures and Legendary Pictures",9,A,A,1,0.472,0.964
6193,11137,0,A,"[100635, 130735, 151565, 183804, 55154, 48959, 184454, 171704, 192455, 193458]","[11137, 92014, 173615, 3663, 10552, 190637, 75971, 195762, 205537, 141811]","1. Stay Fly - Explicit Album Version - Three 6 Mafia - Most Known Unknown (Explicit); 2. Coastin - Young Gotti - Dpg; 3. Summertime - Slim Thug - Summertime; 4. Party At My House - Young Gotti - Dpg; 5. Ambitionz Az A Ridah - 2Pac - All Eyez On Me; 6. Party We Will Throw Now! - Warren G - Party We Will Throw Now! - Single; 7. Ruff Ryders' Anthem - DMX - Greatest Hits With A Twist - Deluxe Edition; 8. The Way You Move - Club Mix - OutKast - Speakerboxxx/The Love Below; 9. 04 - Slim Thug - Hogg Life, Vol. 3: Hustler of the Year; 10. Money On My Mind - Feat. Kurupt - Daz Dillinger - So So Gangsta","A. Front 2 Back - Xzibit - Restless; B. Symphony In X Major - Xzibit - Man VS Machine; C. Stand Tall - Xzibit - Napalm; D. Napalm - Xzibit - Napalm; E. Enjoy The Night - Xzibit - Napalm; F. 1983 Remix (Bonus Track) [feat. Trena Joiner] - Xzibit - Napalm; G. Killer's Remorse - Xzibit - Napalm; H. Choke Me, Spank Me (Pull My Hair) - Xzibit - Man VS Machine; I. Forever A G - Xzibit - Napalm; J. Multiply - Xzibit - Man VS Machine",9,A,A,1,0.472,0.964
3096,105900,2,C,"[132822, 2949, 61982, 99805, 158213, 45840, 152750, 193014, 154519, 24205]","[195342, 1627, 105900, 133927, 159554, 79249, 60110, 152460, 162386, 134403]",1. Down River - The Temper Trap - Conditions; 2. Up&Up - Coldplay - A Head Full Of Dreams; 3. You Were Right - RÜFÜS - Bloom; 4. Hey Mama - Great Caesar - Jackson's Big Sky; 5. Mess Is Mine - Vance Joy - Dream Your Life Away; 6. The Best of What's Around - Dave Matthews Band - Dave Matthews Band - The Best Of What's Around - Vol.1; 7. Foreign Hands - George Ogilvie - Foreign Hands; 8. Childhood - Próxima Parada - Songs of Music; 9. Burned It Down - Clinton Washington - Clinton; 10. Hey Mami - Sylvan Esso - Sylvan Esso,A. I'll Leave This World Loving You - Ricky Van Shelton - Ricky Van Shelton - 16 Biggest Hits; B. La Carta - Heroes Del Silencio - Senderos De Traición - Edición Especial; C. Good News - Ocean Park Standoff - Ocean Park Standoff; D. Goin' Back to Wyo - Teenage Bottlerocket - Goin' Back to Wyo; E. Broke - Fantastic Mr Fox - On My Own; F. Lost Boys - Ocean Park Standoff - Ocean Park Standoff; G. Make A Move On Me - Olivia Newton-John - Physical; H. Silent Voices Kill - Madina Lake - Attics To Eden; I. Epic - Radio Mix - Sandro Silva - Epic; J. Chiefin Keef (feat. Tray Savage & Tadoe) - Chief Keef - Bang Part 2,1,F,F,0,0.472,0.964
2828,104679,6,G,"[192966, 36623, 69764, 107603, 172995, 10941, 4913, 43352, 93555, 10569]","[135584, 187352, 172621, 18913, 55064, 92756, 104679, 10481, 101301, 180284]",1. Something In The Air - Thunderclap Newman - Hollywood Dream; 2. You Showed Me - Remastered - The Turtles - The Battle of the Bands (Deluxe Version); 3. 2000 Light Years From Home - The Rolling Stones - Their Satanic Majesties Request; 4. Paper Sun - Album Version (Stereo) - Traffic - The Best Of Traffic; 5. Nights In White Satin - Single Version / Mono Mix - The Moody Blues - Days Of Future Passed; 6. Carrie Anne - The Hollies - 20 Golden Greats; 7. Everlasting Love - Love Affair - The Everlasting Love Affair; 8. This Old Heart Of Mine (Is Weak For You) - The Isley Brothers - This Old Heart Of Mine; 9. Incense And Peppermints - Strawberry Alarm Clock - Incense And Peppermints; 10. My World Fell Down - Sagittarius - Present Tense (Expanded Edition),"A. Kamwambie - Diamond - Collywood Music Afrobeats Smashers, Vol. 1; B. Real Love - The Doobie Brothers - One Step Closer; C. I'm Still Here - Benjy Davis - Benjy Davis; D. Cry Tough - 2006 - Remaster - Poison - Look What The Cat Dragged In - 20th Anniversary Edition; E. Shakin' All Over - Johnny Kidd & The Pirates - The Complete Johnny Kidd Vol 1 & 2; F. Bang Bang Pow Pow - T-Pain - rEVOLVEr; G. (If Paradise Is) Half as Nice - Amen Corner - Seasons of Change: Happening Hits of the Hippy Era; H. Old Friends - Celia Keenan Bolger - Merrily We Roll Along: 2012 New York Cast Recording; I. Pantala Naga Pampa - Dave Matthews Band - Before These Crowded Streets; J. Chairs - Danelle - Chairs",0,G,G,1,0.472,0.964
5601,114414,8,I,"[171565, 137771, 128001, 177897, 204134, 180854, 22696, 50647, 175882, 68787]","[28415, 203312, 41105, 106892, 58550, 11477, 50575, 175914, 114414, 163818]",1. Bohemian Bird - Grizfolk - Waking Up The Giants; 2. Congratulations - MGMT - Oracular Spectacular/Congratulations; 3. Defeated - Bad Suns - Disappear Here; 4. Genghis Khan - Miike Snow - iii; 5. Cigarette Daydreams - Cage The Elephant - Melophobia; 6. Hymnals - RAC Mix - Grizfolk - Hymnals; 7. About You - San Cisco - Gracetown; 8. Two High - Moon Taxi - Two High; 9. Mother - Smallpools - THE SCIENCE OF LETTING GO; 10. Million Bucks - Smallpools - Million Bucks,A. Lessons Learned - Matt and Kim - Grand; B. It’s Alright - Matt and Kim - Lightning; C. Make A Mess - Matt and Kim - New Glow; D. Please No More - Matt and Kim - WE WERE THE WEIRDOS; E. Get It - Matt and Kim - New Glow; F. I'm A Goner - Matt and Kim - I'm A Goner; G. Block After Block - Matt and Kim - Sidewalks; H. AM/FM Sound - Matt and Kim - Sidewalks; I. Let’s Go - Matt and Kim - Lightning; J. Let's Run Away - Matt and Kim - WE WERE THE WEIRDOS,9,C,C,0,0.472,0.964
10611,187065,2,C,"[52492, 134968, 21013, 203239, 96551, 201005, 47967, 104697, 187700, 69229]","[69261, 166643, 187065, 137587, 133152, 181198, 140383, 173353, 202904, 108119]",1. The Wheel - SOHN - Tremors; 2. Alberto Balsam - Aphex Twin - ...I Care Because You Do; 3. Places - Shlohmo - Bad Vibes; 4. Sun Will Set - Zoë Keating - One Cello x 16: Natoma; 5. Hometown Girl - ZHU - GENERATIONWHY; 6. Lifespan - Vaults - Caught In Still Life; 7. Reoccurring Dream - Ethan Gruska - Slowmotionary; 8. Sweet Unrest - Apparat - The Devil's Walk; 9. Cranes in the Sky - Solange - A Seat at the Table; 10. Know Where - Holy Other - With U,A. Nothing Owed - Bonobo - Dial 'M' for Monkey; B. Between The Lines - Instrumental - Bonobo - Days To Come; C. All In Forms - Bonobo - Black Sands; D. Shadow Tricks - Bonobo - Animal Magic; E. Antenna - Bonobo - The North Borders; F. Sapphire - Bonobo - The North Borders; G. Pieces - Bonobo - The North Borders; H. Walk In The Sky - Bonobo - Days To Come; I. Between The Lines - Bonobo - Days To Come; J. Know You - Bonobo - The North Borders,9,C,C,1,0.472,0.964
2631,41839,1,B,"[76069, 148119, 32440, 183680, 93006, 5405, 137171, 157972, 145631, 78669]","[208945, 41839, 164640, 206862, 98493, 67780, 23076, 75459, 9243, 33742]",1. Too Good To Say Goodbye - Bruno Mars - 24K Magic; 2. Unhinged - Nick Jonas - Last Year Was Complicated; 3. Ivy - Frank Ocean - Blonde; 4. Ain't Love Strange - Stanaj - The Preview; 5. That Far - 6LACK - That Far; 6. Straight from Saudi - Russ - Straight from Saudi; 7. Pretty Wings - uncut - Maxwell - BLACKsummers'night (2009); 8. I.D.K.Y. (I Fell in Love with You) - Hollywood Anderson - Letters to Mexico & That One Lost Girl; 9. Cruel Intentions - JMSN - It is.; 10. In My Feelings - Kehlani - SweetSexySavage,A. To All the Girls - Wyclef Jean - Wyclef Jean presents The Carnival featuring Refugee Allstars; B. Carry On - Wyclef Jean - Carnival III: The Fall and Rise of a Refugee; C. We Trying to Stay Alive - Wyclef Jean - Playlist: The Very Best Of Wyclef Jean; D. Divine Sorrow - Klingande Remix - Wyclef Jean - Divine Sorrow; E. Divine Sorrow - Wyclef Jean - Divine Sorrow; F. Two Wrongs - Wyclef Jean - Greatest Hits; G. Lady Haiti - Wyclef Jean - J'ouvert (Deluxe Edition); H. Hendrix - Wyclef Jean - J'ouvert (Deluxe Edition); I. Perfect Gentleman - Wyclef Jean - The Ecleftic -2 Sides II A Book; J. Ghetto Religion - Wyclef Jean - Playlist: The Very Best Of Wyclef Jean,9,H,H,0,0.472,0.964
3316,19429,4,E,"[188019, 143241, 55514, 25797, 131106, 56476, 24788, 154284, 71903, 178177]","[2568, 37749, 29281, 155103, 19429, 31953, 7289, 59883, 130112, 21181]","1. From the Ground Up - Dan + Shay - Obsessed; 2. Cake By The Ocean - DNCE - DNCE; 3. Backroad Song - Granger Smith - Remington; 4. T-Shirt - Thomas Rhett - Tangled Up; 5. It All Started with a Beer - Frankie Ballard - It All Started With A Beer; 6. Think of You - Chris Young - I'm Comin' Over; 7. Sleep Without You - Brett Young - Brett Young; 8. Huntin', Fishin' And Lovin' Every Day - Luke Bryan - Kill The Lights; 9. 80s Mercedes - Maren Morris - HERO (Deluxe Edition); 10. Fix - Chris Lane - Girl Problems",A. Cherry On Top - Jake Owen - Easy Does It; B. Wide Awake - Jake Owen - Barefoot Blue Jean Night; C. Barefoot Blue Jean Night - Jake Owen - Barefoot Blue Jean Night; D. Steal My Kisses - Jake Owen - Endless Summer EP; E. American Country Love Song - Jake Owen - American Love; F. Apple Pie Moonshine - Jake Owen - Barefoot Blue Jean Night; G. Something About A Woman - Jake Owen - Startin' With Me; H. Don't Think I Can't Love You - Jake Owen - Easy Does It; I. Who Said Whiskey - Was Meant To Drink A Woman Away - Jake Owen - Easy Does It; J. Yee Haw - Jake Owen - Startin' With Me,9,E,E,1,0.472,0.964
2642,63863,5,F,"[164852, 175320, 69302, 16115, 207877, 11003, 166426, 129298, 77971, 86809]","[65893, 54449, 76364, 1102, 132656, 63863, 144644, 4903, 95756, 26569]","1. Dame Tu Amor - Baby J - Playero 37 The Original (20 Anniversary); 2. Asi Que Escucha (Remix) - Don Chezina - Los Veteranos Del Reggaeton, Vol. 1; 3. Si Tu Quieres Fumar - B. F. Yaviah - Playero 37 The Original (20 Anniversary); 4. El Bocon - Don Chezina - Volume Two Greatest Hits Reggaeton With The Super Stars Of Reggaeton 2003; 5. Oyeme Mamita - O.G. Black - Playero 37 The Original (20 Anniversary); 6. Lucha Pero No Podran Llevarme a la Tumba - The Noise - Special Edition 2; 7. #1 Frankie Boy - Frankie Boy - Playero 37 The Original (20 Anniversary); 8. Me Voy Pa' Jamaica - Buru Fast - Playero 37 The Original (20 Anniversary); 9. No Te Sorprendas - Baby Rasta & Gringo - Reggaeton Hit Makers; 10. Wake-Up Mix - Playero - Playero Greatest Hits Street Mix 2","A. Set Me On Fire - Type O Negative - The Complete Roadrunner Collection 1991-2003; B. Die In Your Arms - Justin Bieber - Believe; C. Be Still - Kari Jobe - Kari Jobe; D. Sasquatch .22 - Bay Faction - Bay Faction; E. Masters Of The Quadrant - Maggotron - Rise Of Bass Planet; F. Y Yo Te Digo a Ti - Maicol - The Noise; G. 23 Flavors - Gramatik - #digitalfreedom EP; H. Brideshead Revisited: Wise old wine - Adrian Johnston - Johnston, A.: Brideshead Revisited (Soundtrack); I. Monument - Disero Remix - Mutemath - Changes; J. Renee - SALES - SALES - EP",0,F,F,1,0.472,0.964
1361,52233,3,D,"[38941, 47134, 168858, 47731, 314, 136668, 10679, 17253, 151987, 123883]","[165080, 51314, 57883, 52233, 2199, 58239, 146228, 105424, 6094, 153515]","1. Oh, What A Night - The Dells - Oh, What A Night! / The Great Ballads; 2. Be My Baby - The Ronettes - Be My Baby: The Very Best of The Ronettes; 3. Just One Look - Doris Troy - Sings Just One Look And Other Memorable Selections; 4. Sherry - Frankie Valli & The Four Seasons - Sherry and 11 Other Hits; 5. Angel Baby - Rosie & The Originals - The Unavailable 16 & The Original Nitty Gritty; 6. Over The Rainbow - Israel Kamakawiwo'ole - Alone In IZ World; 7. I'm Your Puppet - James & Bobby Purify - Shake A Tail Feather! The Best Of James And Bobby Purify; 8. Oh, Pretty Woman - Roy Orbison - Oh, Pretty Woman; 9. Can't Help Falling in Love - Elvis Presley - Blue Hawaii; 10. Last Kiss - J. Frank Wilson & The Cavaliers - Last Kiss",A. Trying to Make a Fool of Me - The Delfonics - The Delfonics; B. Didn't I (Blow Your Mind This Time) - The Delfonics - The Delfonics; C. Break Your Promise - Remastered - The Delfonics - La La Means I Love You; D. La-La Means I Love You - Remastered - The Delfonics - La La Means I Love You; E. The Look of Love - The Delfonics - La La Means I Love You; F. Over and Over - The Delfonics - The Delfonics; G. Can You Remember - The Delfonics - La La Means I Love You; H. Somebody Loves You - Remastered - The Delfonics - The Sound Of Sexy Soul; I. Ready or Not Here I Come (Can't Hide from Love) - Remastered - The Delfonics - The Sound Of Sexy Soul; J. Baby I Love You - The Delfonics - The Delfonics,9,D,D,1,0.472,0.964
9808,45108,3,D,"[183279, 178488, 156955, 171916, 88576, 179582, 71386, 111668, 92946, 184861]","[112482, 144560, 195448, 45108, 127921, 172848, 34458, 165645, 106840, 117519]","1. Bulls In The Bronx - Pierce The Veil - Collide With The Sky; 2. Billie Jean - Breathe Carolina - Punk Goes Pop, Vol. 5; 3. I Hate Everything About You - Three Days Grace - Three Days Grace; 4. Johnny Ringo - Crown The Empire - Limitless; 5. Lost It All - Black Veil Brides - Wretched And Divine: The Story Of The Wild Ones; 6. Sunrise - Our Last Night - Oak Island; 7. Raised By Wolves - Falling In Reverse - The Drug In Me Is You; 8. Everywhere I Go - Hollywood Undead - Swan Songs; 9. Riptide - Sick Puppies - Tri-polar; 10. Besitos - Pierce The Veil - Selfish Machines (Reissue)","A. Hymn For The Shameless - Alesana - The Emptiness; B. A Lunatic’s Lament - Alesana - The Emptiness; C. Beautiful In Blue - Alesana - Try This With Your Eyes Closed; D. The Murderer - Alesana - The Emptiness; E. Ending Without Stories - Alesana - Try This With Your Eyes Closed; F. The Lover - Alesana - The Emptiness; G. The Thespian - Alesana - The Emptiness; H. Ambrosia - Alesana - On Frail Wings Of Vanity And Wax; I. Goodbye, Goodnight, For Good - Alesana - Try This With Your Eyes Closed; J. Congratulations, I Hate You - Alesana - Try This With Your Eyes Closed",9,G,G,0,0.472,0.964
10938,192960,3,D,"[12066, 70118, 71214, 95741, 184232, 203235, 127111, 146838, 97356, 34982]","[134879, 54009, 42982, 192960, 65108, 145718, 28139, 89188, 17705, 80633]",1. I'm Pretty Good - Stellar Kart - We Can't Stand Sitting Down; 2. Bite My Tongue - Relient K - Five Score and Seven Years Ago; 3. Dare You To Move - Learning To Breathe Album Version - Switchfoot - Learning To Breathe; 4. Mary Danced With Soldiers - Nitty Gritty Dirt Band - Will The Circle Be Unbroken Volume Two; 5. One Love / People Get Ready - Bob Marley & The Wailers - Exodus; 6. Crazy Love - Demo - Paul Simon - Graceland (25th Anniversary Deluxe Edition); 7. Hold On (Alternate Version) [Hidden Track] - Stellar Kart - We Can't Stand Sitting Down; 8. Numb - Linkin Park - Meteora; 9. The Loser - Switchfoot - Learning To Breathe; 10. I'm Sittin' On Top Of The World - Nitty Gritty Dirt Band - Will The Circle Be Unbroken Volume Two,A. How Great Is Our God - Bethany Dillon - Beautiful: The Hits Collection; B. Dear Jacqui - Tim Heinz - Tim Heinz; C. In Christ Alone - Bethany Dillon - In Christ Alone - Modern Hymns Of Worship; D. Revolutionaries - Bethany Dillon - Bethany Dillon; E. Ragnarok - Radio Edit - Ralphie B - Ragnarok; F. Holy Is The Lord - Bethany Dillon - Beautiful: The Hits Collection; G. Get Up And Walk - Bethany Dillon - Stop & Listen; H. To Those Who Wait - Bethany Dillon - To Those Who Wait - Live EP; I. Tekila (feat. Fito Olivares) - Stereo Kumbia - Tekila; J. Misses - Girls In Hawaii - Everest,5,G,G,0,0.472,0.964
6379,38673,2,C,"[20645, 80813, 206357, 52796, 44648, 194215, 140847, 148863, 8833, 67970]","[119897, 19290, 38673, 166601, 12519, 120967, 181645, 26036, 115707, 68867]","1. Guwop (feat. Quavo, Offset and Young Scooter) - Young Thug - JEFFERY; 2. Ocean Drive - 21 Savage - Savage Mode; 3. Woke Up - Dae Dae - The DefAnition; 4. Digits - Young Thug - Slime Season 3; 5. Minnesota - Lil Yachty - Lil Boat; 6. MFN Right - 2 Chainz - COLLEGROVE; 7. Thought It Was a Drought - Future - DS2; 8. Slippery (feat. Gucci Mane) - Migos - Culture; 9. Mask Off - Future - FUTURE; 10. Good Drank - 2 Chainz - Pretty Girls Like Trap Music","A. Homie (feat. Meek Mill) - Young Thug - Homie (feat. Meek Mill); B. Problem - Young Thug - Slime Season 3; C. Halftime - Young Thug - Barter 6; D. Tomorrow Til Infinity (feat. Gunna) - Young Thug - Beautiful Thugger Girls; E. Shooting Star - Young Thug - Brick Sqaud; F. Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna) - Young Thug - JEFFERY; G. Pacifier - Young Thug - Pacifier; H. F Cancer (Boosie) [feat. Quavo] - Young Thug - I'm Up; I. Don't Call Me (feat. Shakka) - Young Thug - Young Martha; J. With Them - Young Thug - Slime Season 3",9,J,J,0,0.472,0.964
1170,93987,2,C,"[112722, 64125, 147872, 184851, 192977, 21173, 196935, 119148, 201343, 161373]","[152846, 203455, 93987, 212947, 206744, 92018, 16053, 203313, 119352, 30513]","1. Me and Your Mama - Childish Gambino - ""Awaken, My Love!""; 2. Paralyzed - Hanni El Khatib - Savage Times; 3. Wish I Knew You - The Revivalists - Men Amongst Mountains; 4. Blueside - Rooney - Rooney; 5. O.N.E. - Yeasayer - Odd Blood; 6. Shine - Mondo Cozmo - Plastic Soul; 7. Good Girl - Aquilo - Good Girl; 8. I'll Be Around - The Growlers - City Club; 9. Janglin - Edward Sharpe & The Magnetic Zeros - Up from Below; 10. Man Funk (feat. Leron Thomas) - Guts - Hip Hop After All",A. Angelina - Pinegrove - Everything so Far; B. New Friends - Pinegrove - Cardinal; C. Aphasia - Pinegrove - Cardinal; D. Cadmium - Pinegrove - Cardinal; E. Visiting - Pinegrove - Cardinal; F. Size of the Moon - Pinegrove - Everything so Far; G. Peeling off the Bark - Pinegrove - Everything so Far; H. On Jet Lag - Pinegrove - Everything so Far; I. Over My Shoulder - Pinegrove - Everything so Far; J. Aphasia - Audiotree Live Version - Pinegrove - Pinegrove on Audiotree Live,9,B,B,0,0.472,0.964
6485,103794,5,F,"[100625, 103663, 13487, 66158, 4749, 154670, 178605, 135324, 180371, 98364]","[31006, 191396, 13205, 147645, 172825, 103794, 185143, 93688, 143830, 91518]",1. Doomsday - NERO - Welcome Reality; 2. POWER - Kanye West - My Beautiful Dark Twisted Fantasy; 3. Mr. B (feat. Dominic Lalli) - GRiZ - Mad Liberation; 4. First Of The Year (Equinox) - Equinox - Skrillex - More Monsters and Sprites EP; 5. Say a Prayer For Me - RÜFÜS - Bloom; 6. Stronger - Kanye West - Graduation; 7. Spitfire Riddim (feat. twoton) - Kill The Noise - OCCULT CLASSIC; 8. Daybreak - OVERWERK - After Hours; 9. Feel the Love - GRiZ - Rebel Era; 10. Waves - OVERWERK - After Hours,A. Wicked - GRiZ - Good Will Prevail; B. Before I Go - GRiZ - Good Will Prevail; C. For The Love (Big Wild Remix) - GRiZ - For The Love (Remixes) - EP; D. For The Love (Buku Remix) - GRiZ - For The Love (Remixes) - EP; E. Gotta Push On - GRiZ - Good Will Prevail; F. A Fine Way to Die - GRiZ - Say It Loud; G. Stop Trippin' (Chill Harris Remix) - GRiZ - Stop Trippin' (Chill Harris Remix); H. Turnin' - GRiZ - Say It Loud; I. What We've Become - GRiZ - Good Will Prevail; J. Good Times Roll - GRiZ - Good Will Prevail,9,J,J,0,0.472,0.964
6075,42097,4,E,"[73060, 156567, 28200, 28592, 21199, 192934, 193481, 184768, 103017, 98527]","[97865, 65722, 130399, 117709, 42097, 50925, 55660, 86057, 144310, 83650]","1. The Only One I Know - The Charlatans - Some Friendly; 2. hot girls in good moods - Butch Walker - The Rise and Fall of... Butch Walker and The Let's-Go-Out-Tonites; 3. Delicious - Sleeper - Smart; 4. In The Meantime - Spacehog - Resident Alien; 5. Like The Weather - 10,000 Maniacs - In My Tribe; 6. 88 Lines About 44 Women - The Nails - Mood Swing; 7. Evangeline - Matthew Sweet - Girlfriend (Legacy Edition); 8. Shake Some Action - Flamin' Groovies - Shake Some Action; 9. Girls With Guns - Tommy Shaw - Girls With Guns; 10. Synthesizers - Butch Walker and The Black Widows - The Spade",A. Strip - Single Version - Adam Ant - The Essential Adam Ant; B. Blush - Title Fight - Spring Songs; C. I Didn't Just Kiss Her - Jen Foster - The White Room Sessions; D. Shine - Micah Tyler - The Story I Tell; E. Desperate But Not Serious - Adam Ant - The Essential Adam Ant; F. Goody Two Shoes - Adam Ant - The Essential Adam Ant; G. Room At The Top - Adam Ant - The Essential Adam Ant; H. Apollo 9 - Adam Ant - The Essential Adam Ant; I. I Want You - Shana - Vision Records Dance Disc 2; J. Beautiful Dream - Adam Ant - Wonderful,5,F,F,0,0.472,0.964
