bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,hard_neg_count,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio
2448,238672,9,J,"[92735, 214973, 243266, 123423, 29834, 199246, 67890, 106321, 194840, 184496]","[45295, 135506, 33069, 13208, 218344, 60583, 155978, 233291, 171436, 238672]",1. Angel - Theory of a Deadman - Savages; 2. Sweet Dreams (Are Made Of This) - Marilyn Manson - Smells Like Children; 3. Testify - Rage Against The Machine - The Battle Of Los Angeles; 4. Fake It - Seether - Finding Beauty In Negative Spaces; 5. Stupify - Disturbed - The Sickness; 6. Country Song - Seether - Holding Onto Strings Better Left To Fray; 7. Sound Of Madness - Shinedown - The Sound of Madness; 8. Wherever I May Roam - Metallica - Metallica; 9. Pain - Three Days Grace - One-X; 10. Let It Die - Three Days Grace - One-X,A. Deep - Nickelback - The State; B. Pusher - Nickelback - Curb; C. Throw Yourself Away - Nickelback - The Long Road; D. Savin' Me - Nickelback - All The Right Reasons; E. Feelin' Way Too Damn Good - Nickelback - The Long Road; F. Million Miles An Hour - Nickelback - No Fixed Address; G. Hangnail - Nickelback - Silver Side Up; H. Too Bad - Nickelback - Silver Side Up; I. Flat On The Floor - Nickelback - The Long Road; J. Animals - Nickelback - All The Right Reasons,9,J,J,1,0.52,1.0
17342,39833,4,E,"[51334, 224966, 188017, 193107, 193568, 64394, 209065, 188619, 164757, 36186]","[152174, 198054, 136045, 180315, 39833, 123689, 188981, 132710, 129884, 28469]",1. Brown Eyed Girl - Van Morrison - Blowin' Your Mind!; 2. Under The Bridge - Red Hot Chili Peppers - Blood Sugar Sex Magik; 3. (Don't Fear) The Reaper - Blue Öyster Cult - Agents Of Fortune; 4. Beast Of Burden - Remastered - The Rolling Stones - Some Girls; 5. No Letting Go - Wayne Wonder - No Holding Back; 6. Get Down Tonight - 2004 Remastered Version - KC & The Sunshine Band - KC and the Sunshine Band; 7. Free Fallin' - Tom Petty - Full Moon Fever; 8. Fire And Rain - James Taylor - Sweet Baby James; 9. It's Too Late - Carole King - Tapestry; 10. Who Are You - The Who - Who Are You,A. Livin' On The Edge - Aerosmith - Get A Grip; B. Eat The Rich - Aerosmith - Get A Grip; C. Hoodoo/ Voodoo Medicine Man - Aerosmith - Pump; D. Can't Stop Lovin' You - Aerosmith - Music From Another Dimension!; E. Sweet Emotion - Aerosmith - Toys In The Attic; F. Girls of Summer - Aerosmith - The Essential Aerosmith; G. Mama Kin - Aerosmith - Aerosmith; H. Train Kept a Rollin' - Aerosmith - Get Your Wings; I. Livin' On The Edge - Acoustic Version - Aerosmith - Young Lust: The Aerosmith Anthology; J. Fly Away From Here - Aerosmith - Just Push Play,9,E,E,1,0.52,1.0
4885,1421,0,A,"[44167, 119661, 192614, 224078, 233420, 118516, 117430, 158828, 225731, 163858]","[1421, 120376, 247094, 59181, 48798, 195110, 41802, 50503, 218764, 46092]",1. Wonderboy - Tenacious D - Tenacious D; 2. Tattoos on This Town - Jason Aldean - My Kinda Party; 3. Latch - Disclosure - Settle; 4. Mercedes Benz - Janis Joplin - Janis; 5. By The Sword - Slash - Slash; 6. All About That Bass - Meghan Trainor - Title; 7. Do You Remember - Jack Johnson - In Between Dreams; 8. Cruel Sun - Rusted Root - When I Woke; 9. Let Me Clear My Throat - Live - DJ Kool - Let Me Clear My Throat; 10. Descending - The Black Crowes - amorica.,"A. Heartbreak Warfare - John Mayer - Battle Studies; B. Badge And Gun - John Mayer - Paradise Valley; C. Stop This Train - John Mayer - Continuum; D. I'm Gonna Find Another You - Acoustic - John Mayer - The Village Sessions; E. In Repair - Acoustic - John Mayer - The Village Sessions; F. Daughters - Home Demo - John Mayer - Daughters; G. Come Back to Bed - John Mayer - Heavier Things; H. Changing - John Mayer - The Search for Everything; I. Born and Raised - Reprise - John Mayer - Born and Raised; J. Route 66 - From ""Cars""/Soundtrack Version - John Mayer - Cars",9,C,C,0,0.52,1.0
5744,136854,3,D,"[154119, 197179, 48262, 188791, 89646, 207351, 132581, 29535, 172768, 178458]","[222335, 197365, 238550, 136854, 19648, 242251, 239973, 193109, 13386, 180527]",1. Lean on Me - Bill Withers - Still Bill; 2. Higher Love - James Vincent McMorrow - Early In The Morning; 3. Santeria - Sublime - Sublime; 4. Say It - Flume - Skin; 5. Lot to Learn - Luke Christopher - TMRWFRVR; 6. Nothing But Trouble - Instagram Models - Lil Wayne - Nothing But Trouble; 7. Sex - Cheat Codes - Sex; 8. Hey - Fais - Hey; 9. Never Forget You - Zara Larsson - So Good; 10. Nothing Left - Kygo - Cloud Nine,A. White Dress - Kanye West - The Man with the Iron Fists: Soundtrack Instrumental; B. Breathe In Breathe Out - Kanye West - The College Dropout; C. Gone - Kanye West - Late Registration; D. Father Stretch My Hands Pt. 1 - Kanye West - The Life Of Pablo; E. Spaceship - Kanye West - The College Dropout; F. Diamonds From Sierra Leone - Remix - Kanye West - Diamonds from Sierra Leone Remix ft Jay.z; G. All Day - Kanye West - All Day; H. Good Life - Kanye West - Graduation; I. New God Flow.1 - Kanye West - Kanye West Presents Good Music Cruel Summer; J. Who Will Survive In America - Kanye West - My Beautiful Dark Twisted Fantasy,9,D,D,1,0.52,1.0
11471,193953,8,I,"[22947, 213634, 121843, 11425, 20789, 65039, 131428, 75406, 116032, 175441]","[241625, 11701, 102897, 62486, 118752, 250620, 127395, 17803, 193953, 205960]","1. Making Memories Of Us - Keith Urban - Keith Urban Days Go By; 2. La La La - LMFAO - Party Rock; 3. You're Gonna Go Far, Kid - The Offspring - Rise And Fall, Rage And Grace; 4. Radioactive - Imagine Dragons - Night Visions; 5. All Night Long - LMFAO - Sorry For Party Rocking; 6. Cry Me a River - Justin Timberlake - Justified; 7. Knee Deep (feat. Jimmy Buffett) - Zac Brown Band - You Get What You Give; 8. Mr. Brightside - The Killers - Hot Fuss; 9. Lips Of An Angel - Hinder - Extreme Behavior; 10. Bodies - Drowning Pool - Sinner",A. Selene - Imagine Dragons - Night Visions; B. It's Time - Passion Pit Remix - Imagine Dragons - It's Time; C. The River - Imagine Dragons - Night Visions; D. Release - Imagine Dragons - Smoke + Mirrors; E. Nothing Left To Say / Rocks - Medley - Imagine Dragons - Night Visions; F. I Don’t Know Why - Imagine Dragons - Evolve; G. It's Time - Penguin Prison Remix - Imagine Dragons - It's Time Remixes; H. Demons - KIDinaKORNER Remix - Imagine Dragons - Demons; I. It's Time - Imagine Dragons - Night Visions; J. Polaroid - Imagine Dragons - Smoke + Mirrors,9,I,I,1,0.52,1.0
3905,152741,6,G,"[185453, 9057, 199029, 245496, 120650, 75838, 197544, 161061, 228769, 236851]","[92679, 156954, 89152, 234609, 238079, 239276, 152741, 159218, 205972, 233918]","1. Ride - Twenty One Pilots - Blurryface; 2. Teenage Dream - Katy Perry - Teenage Dream; 3. Close - Nick Jonas - Last Year Was Complicated; 4. Never Be Like You - Flume - Skin; 5. CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"") - Justin Timberlake - CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS""); 6. Can We Dance - The Vamps - Meet The Vamps; 7. Love Yourself - Justin Bieber - Purpose; 8. One Dance - Drake - Views; 9. Ignition - Remix - R. Kelly - Chocolate Factory; 10. Roll Up (feat. Marko Penn) - B.o.B - Roll Up (feat. Marko Penn)","A. Blown - DNCE - DNCE; B. Zoom - DNCE - DNCE; C. Good Day - DNCE - DNCE; D. Doctor You - DNCE - DNCE; E. Cake By The Ocean - From ""Grease Live!"" Music From The Television Event - DNCE - Grease Live!; F. Jinx - DNCE - DNCE; G. Toothbrush - DNCE - DNCE; H. Body Moves - DNCE - DNCE; I. Kissing Strangers - Remix - DNCE - Kissing Strangers; J. Almost - DNCE - DNCE",9,G,G,1,0.52,1.0
12339,196480,6,G,"[75512, 106224, 173218, 8556, 67581, 213299, 70613, 61985, 221970, 124159]","[35411, 206265, 50797, 123946, 249322, 149632, 196480, 214922, 225370, 235452]",1. I'm In Control - AlunaGeorge - I Remember; 2. Bangarang (feat. Sirah) - Skrillex - Bangarang EP; 3. Able to See Me - Hippie Sabotage - Able to See Me; 4. Where Are Ü Now (with Justin Bieber) - Jack Ü - Skrillex and Diplo present Jack Ü; 5. I Would Like - Zara Larsson - So Good; 6. Love Is Alive - Louis The Child - Love Is Alive; 7. Inside Out - The Chainsmokers - Inside Out; 8. Real Love - The Chainsmokers Remix - Clean Bandit - Real Love; 9. Automatic - ZHU - Genesis Series; 10. Fire - Louis The Child - Fire,A. This Space in My Heart Is for You - Jai Wolf - Kindred Spirits; B. Like It's Over (feat. MNDR) - Jai Wolf - Like It's Over (feat. MNDR); C. Starlight (Lenno Remix) - Jai Wolf - Starlight Remixes; D. Like It's Over (feat. MNDR) [Howle Remix] - Jai Wolf - Kindred Spirits Remixes; E. Gravity - Jai Wolf - Kindred Spirits; F. Like It's Over (feat. MNDR) [Party Pupils Remix] - Jai Wolf - Kindred Spirits Remixes; G. Indian Summer - Jai Wolf - Indian Summer; H. Drive - KRANE Remix - Jai Wolf - Drive Remixes; I. Starlight (feat. Mr Gabriel) - Jai Wolf - Starlight (feat. Mr Gabriel); J. Drive - Jai Wolf - Drive,9,G,G,1,0.52,1.0
6833,35513,2,C,"[80105, 190832, 155076, 35357, 70261, 176927, 8887, 150748, 101113, 6900]","[56260, 227756, 35513, 191145, 228294, 196079, 44975, 225084, 239849, 20898]",1. Recess - Ravyn Lenae - Moon Shoes EP; 2. No Other Way - Sinead Harnett - N.O.W; 3. Down For You - Ta-ku - Songs To Make Up To; 4. Unfold - Alina Baraz - Urban Flora EP; 5. Pretty Thoughts - Galimatias - Urban Flora EP; 6. Show Me - Alina Baraz - Urban Flora EP; 7. Can I - Alina Baraz - Urban Flora EP; 8. Doesn't Matter (feat. Kehlani) - ELHAE - All Have Fallen; 9. Drift - Galimatias - Urban Flora EP; 10. If You Let Me - Sinead Harnett - If You Let Me,"A. Midnight - Single Version - Jessie Ware - Midnight; B. Say You Love Me - Shura Remix - Jessie Ware - Say You Love Me; C. Cruel - Jessie Ware - Tough Love; D. The Way We Are - Jessie Ware - Tough Love; E. Till The End - From ""Me Before You"" - Jessie Ware - Me Before You; F. Running - Jessie Ware - Devotion; G. Running - Disclosure Remix - Jessie Ware - Devotion - The Gold Edition; H. What You Won't Do For Love - Jessie Ware - Devotion; I. Sweetest Song - Jessie Ware - Tough Love; J. Taking In Water - Jessie Ware - Devotion",9,C,C,1,0.52,1.0
13670,35520,8,I,"[253402, 185181, 237855, 54798, 165431, 197372, 65421, 132588, 14196, 246466]","[96486, 97668, 226608, 165614, 21360, 121264, 222228, 37268, 35520, 126072]",1. I Know - Big Sean - Dark Sky Paradise; 2. Sub Me In - Futuristic - Coast 2 Coast; 3. Pop Style - Drake - Views; 4. 4Life - Tyga - Rawwest Alive; 5. Walked In - Bankroll Fresh - Life Of A Hot Boy 2 : Real Trapper; 6. Back To Back - Drake - Back To Back; 7. Fuck Her Brains Out - Montana of 300 - Cursed With a Blessing; 8. G W M (feat. Vic Mensa) - Towkio - Community Service 2!; 9. Pipe It Up - Migos - Yung Rich Nation; 10. I Don't Get Tired (#IDGT) [feat. August Alsina] - Kevin Gates - Luca Brasi 2: Gangsta Grillz,A. I Luv It - DRAM - #1EpicEP; B. The Uber Song - DRAM - The Uber Song; C. Fax - DRAM - Gahdamn!; D. Workaholic - Bonus - DRAM - Big Baby DRAM; E. Gotta Go - DRAM - #1EpicEP; F. Gilligan - DRAM - Gilligan (feat. A$AP Rocky & Juicy J); G. $ (feat. Donnie Trumpet) - DRAM - Gahdamn!; H. Change My # - DRAM - Big Baby DRAM; I. Broccoli (feat. Lil Yachty) - DRAM - Big Baby DRAM; J. Erything - DRAM - #1EpicEP,9,I,I,1,0.52,1.0
6115,129404,1,B,"[32052, 243474, 131103, 160360, 65908, 119886, 83853, 173730, 123106, 249454]","[17232, 129404, 180276, 121503, 205759, 79403, 40701, 223056, 40725, 156648]",1. The Devil Is A Lie - Rick Ross - Mastermind; 2. El Chapo Jr - 2 Chainz - TrapAvelli Tre; 3. In Da Club - 50 Cent - Get Rich Or Die Tryin'; 4. Dance (A$$) - Big Sean - Finally Famous; 5. R.I.P. - Jeezy - R.I.P.; 6. HeadBand (feat. 2 Chainz) - B.o.B - Underground Luxury; 7. Gold Digger - Kanye West - Late Registration; 8. A Milli - Lil Wayne - Tha Carter III; 9. Legend - Drake - If You're Reading This It's Too Late; 10. Trophies - Young Money - Rise Of An Empire,A. Real Friends - Kanye West - The Life Of Pablo; B. Mercy - Kanye West - Mercy; C. Heard 'Em Say - Kanye West - Late Registration; D. Bound 2 - Kanye West - Yeezus; E. Skit #2 (Kanye West/Late Registration) - Kanye West - Late Registration; F. Runaway - Kanye West - My Beautiful Dark Twisted Fantasy; G. Everything I Am - Kanye West - Graduation; H. Through The Wire - Kanye West - Through The Wire; I. Jesus Walks - Kanye West - The College Dropout; J. I Am A God - Kanye West - Yeezus,9,B,B,1,0.52,1.0
3945,150416,7,H,"[216474, 97824, 254068, 119119, 37985, 188372, 739, 110807, 132413, 96210]","[183117, 164272, 39469, 235169, 9675, 106258, 97145, 150416, 159647, 190143]",1. Heart Of Glass - Special Mix - Blondie - Greatest Hits; 2. Heaven Is A Place On Earth - Belinda Carlisle - Heaven On Earth; 3. All the Young Dudes - Mott The Hoople - All The Young Dudes; 4. True - Spandau Ballet - True - The Digital E.P.; 5. You're So Vain - Carly Simon - No Secrets; 6. Cool It Now - New Edition - New Edition; 7. Pink Houses - John Mellencamp - Uh-HUH!; 8. Flying High Again - Ozzy Osbourne - Diary Of A Madman; 9. Bat Out of Hell - Meat Loaf - Bat Out Of Hell; 10. Video Killed The Radio Star - Single Version - The Buggles - Video Killed The Radio Star / Kid Dynamo,"A. Roll with the Changes - REO Speedwagon - You Can Tune a Piano, But You Can't Tuna Fish; B. Ridin' the Storm Out - Live - REO Speedwagon - Live You Get What You Play For; C. Ridin' the Storm Out - REO Speedwagon - Ridin' the Storm Out; D. Don't Let Him Go - 2011 Remaster - REO Speedwagon - Hi Infidelity (30th Anniversary Edition); E. Time for Me to Fly - REO Speedwagon - Simply The Best - Reo Speedwagon; F. Time for Me to Fly - REO Speedwagon - You Can Tune a Piano, But You Can't Tuna Fish; G. Here with Me - REO Speedwagon - The Hits; H. Can't Fight This Feeling - REO Speedwagon - Wheels Are Turnin'; I. 157 Riverside Avenue - Live - REO Speedwagon - Live You Get What You Play For; J. I Wish You Were There - 2011 Remaster - REO Speedwagon - Hi Infidelity (30th Anniversary Edition)",9,H,H,1,0.52,1.0
6533,48198,1,B,"[182686, 12454, 137333, 117738, 192614, 193733, 229006, 182034, 211985, 219808]","[135533, 48198, 25588, 90763, 97980, 105645, 117576, 211525, 166676, 162058]","1. Fight For You - Jason Derulo - Future History; 2. Lights - Single Version - Ellie Goulding - Bright Lights; 3. No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version - Waka Flocka Flame - Flockaveli; 4. Cold Water (feat. Justin Bieber & MØ) - Major Lazer - Cold Water (feat. Justin Bieber & MØ); 5. Latch - Disclosure - Settle; 6. Flashlight - From ""Pitch Perfect 2"" Soundtrack - Jessie J - Flashlight; 7. Still Falling For You - From ""Bridget Jones's Baby"" - Ellie Goulding - Still Falling For You; 8. Bad Day - Daniel Powter - Daniel Powter; 9. Do You Remember - Jay Sean - All Or Nothing; 10. Titanium (feat. Sia) - feat. Sia - David Guetta - Nothing But the Beat Ultimate","A. Weightless - Less is More Version - Natasha Bedingfield - Strip Me Away; B. Unwritten - Natasha Bedingfield - Unwritten; C. Soulmate - Natasha Bedingfield - N.B.; D. Happy - Natasha Bedingfield - Pocketful Of Sunshine; E. More of Me - From ""Tangled: Before Ever After"" - Natasha Bedingfield - More of Me; F. Not Givin' Up - Natasha Bedingfield - N.B.; G. Weightless - Natasha Bedingfield - Strip Me Away; H. Recover - Natasha Bedingfield - Strip Me Away; I. These Words - Natasha Bedingfield - Unwritten; J. Strip Me - Natasha Bedingfield - Strip Me Away",9,B,B,1,0.52,1.0
1417,209386,9,J,"[127209, 42703, 120778, 66373, 56746, 78342, 50787, 78401, 43319, 112485]","[41678, 64813, 240914, 33793, 108094, 93511, 137966, 231490, 108668, 209386]",1. I Choose You - Sara Bareilles - The Blessed Unrest; 2. Vienna - Billy Joel - The Stranger (30th Anniversary Legacy Edition); 3. Don't Say Goodnight - Hot Chelle Rae - Don't Say Goodnight; 4. Love On Top - Beyoncé - 4; 5. Don't Stop Believin' - Journey - Escape; 6. Believe - Josh Groban - The Polar Express (Original Motion Picture Soundtrack); 7. shot me in the heart - Christina Perri - head or heart; 8. Annie - SafetySuit - Life Left To Go; 9. butterfly - Christina Perri - head or heart; 10. Ceremony - How Beautiful (Twila Paris) - The O'Neill Brothers - A Day To Remember Vol. II: Instrumental Wedding Music,"A. One Day I'll Fly Away - From ""Moulin Rouge"" Soundtrack - Nicole Kidman - Moulin Rouge; B. Down & Out - Radiophonik - Peter Katafalk - Mantra Vibes Collection, Vol. 2; C. To the Floor - Minnesota - Altered States; D. Sparkling Diamonds - Original Film Version - Nicole Kidman - Moulin Rouge 2; E. One Day I'll Fly Away - Tony Phillips Remix - Nicole Kidman - Moulin Rouge 2; F. Hollywood Squares - Bootsy Collins - Back In The Day: The Best Of Bootsy; G. On The Street Where You Live - Matt Dusk - Back In Town; H. Come What May - Original Film Version - Nicole Kidman - Moulin Rouge 2; I. Sparkling Diamonds - From ""Moulin Rouge"" Soundtrack - Nicole Kidman - Moulin Rouge; J. Elephant Love Medley - From ""Moulin Rouge"" Soundtrack - Nicole Kidman - Moulin Rouge",5,A,A,0,0.52,1.0
12390,48306,5,F,"[9443, 6085, 62944, 74440, 208123, 135608, 66219, 137788, 193956, 219778]","[2439, 200816, 191290, 184439, 42790, 48306, 25559, 211096, 162012, 63910]",1. Feed Me Dope - Future - SUPER SLIMEY; 2. Vices - Ludacris - Vices; 3. Digits - Young Thug - Slime Season 3; 4. Want Some More - Nicki Minaj - The Pinkprint; 5. Check - Young Thug - Barter 6; 6. Hate It Or Love It - 2Pac - Peace In The Ghetto; 7. Panda - Desiigner - New English; 8. Stop The Show - The Alchemist - 1st Infantry; 9. Let Me Love You - DJ Snake - Encore; 10. Pussy N*gga (feat. Nicki Minaj) - Gucci Mane - Kitchen Talk,A. Any Day - The Underachievers - Renaissance; B. Flexing - The Underachievers - The Lords of Flatbush; C. Young Kobe - The Underachievers - It Happened In Flatbush (Mixtape); D. Chrysalis - The Underachievers - Cellar Door: Terminus Ut Exordium; E. 3hree Kings (feat. Freeway) - The Underachievers - 3hree Kings (feat. Freeway) - Single; F. Take Your Place - The Underachievers - Evermore: The Art Of Duality; G. Herb Shuttles - The Underachievers - Indigoism; H. The Dualist - The Underachievers - Evermore: The Art Of Duality; I. Generation Z - The Underachievers - Evermore: The Art Of Duality; J. Reincarnation (Phase 2 Intro) - The Underachievers - Evermore: The Art Of Duality,9,G,G,0,0.52,1.0
14113,74494,3,D,"[94682, 168791, 103061, 229063, 118029, 120932, 242760, 20856, 251587, 192296]","[248341, 56040, 117225, 74494, 99585, 171224, 172329, 125984, 129566, 63649]",1. Controlla - Drake - Views; 2. Ophelia - The Lumineers - Cleopatra; 3. Dream On - Aerosmith - Aerosmith; 4. Love Never Felt so Good - Michael Jackson - XSCAPE; 5. Best of Wives and Best of Women - Phillipa Soo - Hamilton; 6. Schuyler Defeated - Anthony Ramos - Hamilton; 7. Don't Dream It's Over - Crowded House - Crowded House; 8. Holding On To You - Twenty One Pilots - Vessel; 9. No Air - Jordin Sparks - Jordin Sparks; 10. The Reynolds Pamphlet - Original Broadway Cast of Hamilton - Hamilton,A. Being For The Benefit Of Mr. Kite! - Remastered - The Beatles - Sgt. Pepper's Lonely Hearts Club Band; B. Rock And Roll Music - Remastered - The Beatles - Beatles For Sale; C. A Day In The Life - LOVE Version - The Beatles - Love; D. Day Tripper - Remastered 2015 - The Beatles - 1; E. The Fool On The Hill - LOVE Version - The Beatles - Love; F. I Saw Her Standing There - Remastered 2009 - The Beatles - Please Please Me; G. Anna (Go To Him) - Remastered - The Beatles - Please Please Me; H. I Me Mine - Remastered - The Beatles - Let It Be; I. Revolution - Remastered - The Beatles - The Beatles 1967 - 1970; J. Dear Prudence - Remastered - The Beatles - The Beatles,9,J,J,0,0.52,1.0
17660,25858,6,G,"[66140, 211311, 132546, 23338, 3491, 24019, 43100, 227216, 238587, 53648]","[156935, 240963, 32170, 203616, 108362, 88317, 25858, 159216, 35568, 105679]",1. Waking Up - Explosions In The Sky - Lone Survivor; 2. California Stars - Billy Bragg - Mermaid Avenue; 3. Samba Pa Ti - Santana - Abraxas; 4. Don't Sleep for Free - You Me and Apollo - Sweet Honey; 5. Blak And Blu - Live - Gary Clark Jr. - Gary Clark Jr. Live; 6. Trains (feat. Al Gamble) - You Me and Apollo - Sweet Honey; 7. Love The Lonely Out Of You - Brothers Osborne - Brothers Osborne; 8. Nice and Warm - Tab Benoit - Nice And Warm; 9. Lochloosa - JJ Grey & Mofro - Lochloosa; 10. Slow It Down - The Lumineers - The Lumineers,"A. More, More, More (Chemical Groove Remix) - Andrea True Connection - More, More, More; B. Honey I Been Thinking About You - Jackie Greene - Sweet Somewhere Bound; C. Rigor Mortis - Cameo - Cardiac Arrest; D. Drive Darling - Acoustic Version - BOY - Mutual Friends Acoustic EP; E. Wah Gwan - Wordsplayed - Clowntown; F. Cries of the Past - Underoath - Cries of the Past; G. Sweet Somewhere Bound - Jackie Greene - Sweet Somewhere Bound; H. Gone Wanderin' - Jackie Greene - The Dig Years; I. Warrior of The Night - Original Mix - Aero Chord - New Breed Part 1; J. There Tonight - Every Avenue - Bad Habits",2,H,H,0,0.52,1.0
15208,38947,7,H,"[200062, 1727, 244082, 229628, 66219, 191406, 63627, 150293, 30761, 226238]","[108378, 144113, 28032, 158605, 180042, 252055, 181642, 38947, 230622, 100348]",1. Waste A Moment - Kings of Leon - WALLS; 2. 679 (feat. Remy Boyz) - Fetty Wap - 679 (feat. Remy Boyz); 3. You Don't Own Me - Grace - FMA; 4. Finessin - Baby E - Finessin; 5. Panda - Desiigner - New English; 6. It's Lit (feat. IAMSU!) - KYLE - It's Lit (feat. IAMSU!); 7. The Famm - Marty Grimes - The Famm; 8. Carolina - Harry Styles - Harry Styles; 9. Surprise Party (feat. Blackbear) - Hoodie Allen - Happy Camper; 10. Donald Trump - Mac Miller - Blue Slide Park,"A. Just Friends - G-Eazy - Just Friends; B. Don't Let Me Go - G-Eazy - When It's Dark Out; C. Far Alone - G-Eazy - These Things Happen; D. For This - G-Eazy - When It's Dark Out; E. No Limit - G-Eazy - No Limit; F. Me, Myself & I - Viceroy Remix - G-Eazy - Me, Myself & I; G. Been On - G-Eazy - These Things Happen; H. Some Kind Of Drug - G-Eazy - When It's Dark Out; I. Mad (feat. Devon Baldwin) - G-Eazy - Mad (feat. Devon Baldwin); J. Of All Things - G-Eazy - When It's Dark Out",9,C,C,0,0.52,1.0
6536,25597,8,I,"[171799, 85752, 220433, 89258, 231417, 114617, 20249, 76237, 131103, 46404]","[107530, 200351, 212436, 79403, 121503, 146153, 129404, 199617, 25597, 222689]","1. Forever - Chris Brown - Exclusive - The Forever Edition; 2. Candy Shop - 50 Cent - The Massacre; 3. I Don't Fuck With You - Big Sean - Dark Sky Paradise; 4. Ice Cream Paint Job - Dorrough Music - Dorrough Music; 5. Lollipop - Lil Wayne - Tha Carter III; 6. W.T.P. - Eminem - Recovery; 7. Down - Jay Sean - All Or Nothing; 8. Bottoms Up - feat. Nicki Minaj - Trey Songz - Passion, Pain & Pleasure; 9. In Da Club - 50 Cent - Get Rich Or Die Tryin'; 10. Get Low - Street - Lil Jon & The East Side Boyz - Kings Of Crunk",A. I Love Kanye - Kanye West - The Life Of Pablo; B. On Sight - Kanye West - Yeezus; C. To The World - Kanye West - Kanye West Presents Good Music Cruel Summer; D. Runaway - Kanye West - My Beautiful Dark Twisted Fantasy; E. Bound 2 - Kanye West - Yeezus; F. Street Lights - Kanye West - 808s & Heartbreak; G. Mercy - Kanye West - Mercy; H. **Bonus Track** Diamonds From Sierra Leone - Kanye West - Late Registration; I. Heartless - Kanye West - 808s & Heartbreak; J. Drive Slow - Kanye West - Late Registration,9,G,G,0,0.52,1.0
11876,198080,4,E,"[167124, 88935, 82378, 162640, 237844, 248486, 231883, 129700, 35921, 77104]","[196201, 183251, 113096, 235969, 198080, 137416, 91521, 205017, 8198, 111835]",1. Within and Without - Washed Out - Within and Without; 2. Souvenir - 2003 Digital Remaster - Orchestral Manoeuvres In The Dark - Architecture And Morality; 3. Did I Let You Know - Red Hot Chili Peppers - I'm With You; 4. O - Coldplay - Ghost Stories; 5. Doo Wop (That Thing) - Ms. Lauryn Hill - The Miseducation of Lauryn Hill; 6. Fire and Rain - Birdy - Birdy; 7. One Headlight - The Wallflowers - Bringing Down The Horse; 8. It's Like That (feat. Carl Thomas) - De La Soul - The Grind Date; 9. Just Like Honey - The Submarines - The Shoelaces; 10. Bad Boy - The Jive Bombers - Cry-Baby,A. Do You See - Warren G - Regulate… G Funk Era; B. I Want It All (feat. Daz Dillinger And Kurupt) - Warren G - I Want It All; C. So Many Ways - Warren G - Regulate… G Funk Era; D. Regulate - Destructo & Wax Motif Remix - Warren G - Regulate...G Funk Era; E. Regulate - Warren G - Regulate… G Funk Era; F. I Need a Light - Warren G - In the Mid-Nite Hour; G. It Ain't Nothing Wrong With You - Warren G - Return Of The Regulator; H. This D.J. - Warren G - Regulate… G Funk Era; I. Regulate - Remix Version - Warren G - Regulate… G Funk Era; J. And Ya Don't Stop - Warren G - Regulate… G Funk Era,9,E,E,1,0.52,1.0
3150,162605,5,F,"[247648, 53714, 193445, 187618, 147343, 133178, 117698, 165217, 177733, 119016]","[137175, 9786, 89417, 70002, 90602, 162605, 72896, 135160, 240166, 31033]",1. Someone That You Love - Jarreau Vandal - Someone That You Love; 2. Dancing in the Moonlight - Toploader - Onka's Big Moka; 3. Superman - Eric Roberson - Earth; 4. Fall in Love - GoldLink - Fall in Love; 5. Am I Wrong - Anderson .Paak - Malibu; 6. Vanille fraise - L'Impératrice - Vanille fraise; 7. Vacay - Sunny & Gabe - Vacay; 8. Unchained Melody - Lykke Li - Unchained Melody; 9. Baxter - Brock Berrigan - Point Pleasant; 10. Cool It - Mars Today - Bits & Pieces,"A. Rooftop Reservations - Bonus Points - Warmer Winds; B. I Knew I'd Want You - The Byrds - Mr. Tambourine Man; C. Hammock Days - Bonus Points - Warmer Winds; D. The Woods - David Tolk - Grace; E. Late Night Stroll - Bonus Points - Warmer Winds; F. Island Getaway - Bonus Points - Lost in the Tropics; G. Shaken, Not Stirred - Bonus Points - Warmer Winds; H. Pizza and Video Games - Bonus Points - Warmer Winds; I. Too young - Phoenix - United; J. Poolside Bar - Bonus Points - Seaside Suite",6,E,E,0,0.52,1.0
