dataset,sample_idx,bundle_id,input_count,input_items,input_categories,input_category_names,role_top_categories,role_top_category_names,role_top_scores,prior_top_categories,prior_top_category_names,prior_top_scores,prior_observed_support,category_overlap_count,category_jaccard,role_supported_candidate_items,prior_supported_candidate_items,candidate_item_overlap_count,candidate_item_jaccard,role_candidate_supported_count,prior_candidate_supported_count,rag_bundle_ids,rag_bundle_scores,cc_bundle_ids,cc_bundle_scores,bundle_overlap_count,bundle_jaccard,same_top1_bundle,retrieved_category_union_jaccard
pog,115,13559,2,"[18848, 37748]","[""2450d5bfc87a1f5b96e2837f5c87a70c"", ""664162d351ab59ea042546db288bbf7c""]","[""Women's Chiffon and Floral Dresses"", ""Women's Fashion Shoulder and Crossbody Bags""]","[""126c091a8ff171f694733a624089e68a"", ""95c3a26ab13f3ec5cd28a281e3685e7b"", ""64fe11119537f0ea81cfb5e4d54b3c71""]","[""Women's Casual Shoes and Sneakers"", ""Fashion Drop and Stud Earrings"", ""Women's Sterling Silver Bracelets""]","[0.7303629517555237, 0.722335696220398, 0.5109060406684875]","[""126c091a8ff171f694733a624089e68a"", ""95c3a26ab13f3ec5cd28a281e3685e7b"", ""b608ccb44928992e75009892971acd46""]","[""Women's Casual Shoes and Sneakers"", ""Fashion Drop and Stud Earrings"", ""Women's Fashion Berets and Bucket Hats""]","[0.4836488812392427, 0.3379231210556512, 0.23752151462994836]",1743,2,0.5,"[27031, 28733]","[27031, 28733, 40548]",2,0.6666666666666666,2,3,"[3238, 5506, 7712]","[0.9999998807907104, 0.9999998807907104, 0.9999998807907104]","[10325, 7251, 2197]","[2.990876069419997, 2.990876069419997, 2.990876069419997]",0,0.0,0,0.4
pog,116,16824,1,[38091],"[""8476c833956c74092868c24514562b0b""]","[""Women's Mid-Length Woolen Coats""]","[""852a581f78e4f4d7ecf9972a038e440c"", ""8585a77eaebc91282b433359863cb569"", ""022ab423f035b47ac0af5046c51ed093""]","[""Women's Heeled Ankle Boots"", ""Women's Padded Puffer Jackets"", ""Women's Pullover Knit Sweaters""]","[0.9805522561073303, 0.9594258666038513, 0.9526128768920898]","[""664162d351ab59ea042546db288bbf7c"", ""852a581f78e4f4d7ecf9972a038e440c"", ""126c091a8ff171f694733a624089e68a""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Heeled Ankle Boots"", ""Women's Casual Shoes and Sneakers""]","[0.5692438402718777, 0.4460492778249788, 0.33474936278674594]",1177,1,0.2,[],"[155, 23209]",0,0.0,0,2,"[11404, 12136, 3942]","[0.9951261878013611, 0.9951261878013611, 0.9900131821632385]","[5288, 9319, 1887]","[2.474086661002549, 2.474086661002549, 2.474086661002549]",0,0.0,0,0.2857142857142857
pog,117,15318,2,"[6438, 12038]","[""3e600277f4bf92983bf6fcb0ac09e0d7"", ""b608ccb44928992e75009892971acd46""]","[""Women's High Waist Wide Leg Trousers"", ""Women's Fashion Berets and Bucket Hats""]","[""852a581f78e4f4d7ecf9972a038e440c"", ""8476c833956c74092868c24514562b0b"", ""8585a77eaebc91282b433359863cb569""]","[""Women's Heeled Ankle Boots"", ""Women's Mid-Length Woolen Coats"", ""Women's Padded Puffer Jackets""]","[0.8983080387115479, 0.883474588394165, 0.8819689154624939]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""852a581f78e4f4d7ecf9972a038e440c""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Casual Shoes and Sneakers"", ""Women's Heeled Ankle Boots""]","[0.4948665297741273, 0.43737166324435317, 0.15195071868583163]",487,1,0.2,[26056],[44166],0,0.0,1,1,"[2150, 2218, 2774]","[0.9881032705307007, 0.9881032705307007, 0.9881032705307007]","[10839, 3733, 4650]","[3.061876412140646, 3.049085908532447, 3.049085908532447]",0,0.0,0,0.2857142857142857
pog,118,13098,1,[35019],"[""3afab60a60abe737c6b12772e0fcec0a""]","[""Women's Fashion Heeled Sandals""]","[""841c8877534da01768696cd2375bab70"", ""0ab410a4baf435f5b6496cb061c11dc1"", ""64fe11119537f0ea81cfb5e4d54b3c71""]","[""Women's Sterling Silver Necklaces"", ""Sterling Silver Fashion Earrings"", ""Women's Sterling Silver Bracelets""]","[0.9038474559783936, 0.8874249458312988, 0.8856341242790222]","[""664162d351ab59ea042546db288bbf7c"", ""2450d5bfc87a1f5b96e2837f5c87a70c"", ""95c3a26ab13f3ec5cd28a281e3685e7b""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Chiffon and Floral Dresses"", ""Fashion Drop and Stud Earrings""]","[0.6415525114155252, 0.5011415525114156, 0.317351598173516]",876,0,0.0,[],"[1303, 28115]",0,0.0,0,2,"[18633, 14946, 12787]","[0.9703332781791687, 0.9699708819389343, 0.9672002196311951]","[19284, 2184, 1756]","[2.666666666666667, 2.666666666666667, 2.666666666666667]",0,0.0,0,0.1111111111111111
pog,119,15564,2,"[3951, 42630]","[""664162d351ab59ea042546db288bbf7c"", ""de802e3a05e11e88ddd894aa58e0f4d9""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Casual Canvas Sneakers""]","[""a6cd655d1645f38869be793d5fb194cb"", ""3e600277f4bf92983bf6fcb0ac09e0d7"", ""126c091a8ff171f694733a624089e68a""]","[""Women's Cropped Denim Jeans"", ""Women's High Waist Wide Leg Trousers"", ""Women's Casual Shoes and Sneakers""]","[0.7842007875442505, 0.7528829574584961, 0.7396707534790039]","[""a6cd655d1645f38869be793d5fb194cb"", ""b608ccb44928992e75009892971acd46"", ""3e600277f4bf92983bf6fcb0ac09e0d7""]","[""Women's Cropped Denim Jeans"", ""Women's Fashion Berets and Bucket Hats"", ""Women's High Waist Wide Leg Trousers""]","[0.34782608695652173, 0.22608695652173913, 0.17391304347826086]",460,2,0.5,"[15882, 14938, 30580, 32174, 28927]","[15882, 12453, 32174]",2,0.3333333333333333,5,3,"[14717, 7498, 762]","[1.0000001192092896, 0.9734741449356079, 0.9731405377388]","[13109, 10256, 762]","[2.691455787034527, 2.691455787034527, 2.691455787034527]",1,0.2,0,0.8333333333333334
pog,120,5429,2,"[23211, 21480]","[""82462c11b65faedd60ec94210debc584"", ""ecff24c1d93157b5c20fd73bb31faced""]","[""Men's Casual Workwear Jackets"", ""Men's Streetwear Hoodies and Sweatshirts""]","[""03bfc1d4783966c69cc6aef8247e0103"", ""814ed433f7b89cef654140214dfdaab5"", ""83fb64f0af37f88a42f311549fb261cb""]","[""Men's Casual Joggers and Harem Pants"", ""Men's Casual White Sneakers"", ""Men's Slim Fit Denim Jeans""]","[0.9819232225418091, 0.9409781694412231, 0.909089207649231]","[""03bfc1d4783966c69cc6aef8247e0103"", ""814ed433f7b89cef654140214dfdaab5"", ""856a563554cc6f5b2bac63e3e8ff10b5""]","[""Men's Casual Joggers and Harem Pants"", ""Men's Casual White Sneakers"", ""Men's High-Top Casual Sneakers""]","[0.7582417582417582, 0.34065934065934067, 0.24175824175824176]",91,2,0.5,[],[],0,1.0,0,0,"[268, 427, 1954]","[0.9979071617126465, 0.9979071617126465, 0.9979071617126465]","[9185, 9006, 16917]","[3.080566941097488, 3.051791456132292, 3.051791456132292]",0,0.0,0,0.6
pog,121,16549,1,[28044],"[""126c091a8ff171f694733a624089e68a""]","[""Women's Casual Shoes and Sneakers""]","[""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb"", ""3e600277f4bf92983bf6fcb0ac09e0d7""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans"", ""Women's High Waist Wide Leg Trousers""]","[0.8892924785614014, 0.784608006477356, 0.7743432521820068]","[""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb"", ""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans"", ""Women's Fashion Berets and Bucket Hats""]","[0.5885347916273808, 0.245332830473317, 0.2310013200075429]",5303,2,0.5,"[37953, 20736, 31697]","[37953, 20736, 31697]",3,1.0,3,3,"[1932, 9695, 1420]","[0.9758628010749817, 0.9758628010749817, 0.9738407135009766]","[3599, 16669, 5421]","[2.288515934376768, 2.2609843484819914, 2.2536300207429756]",0,0.0,0,0.25
pog,122,17016,1,[26430],"[""126c091a8ff171f694733a624089e68a""]","[""Women's Casual Shoes and Sneakers""]","[""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb"", ""3e600277f4bf92983bf6fcb0ac09e0d7""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans"", ""Women's High Waist Wide Leg Trousers""]","[0.8892924785614014, 0.784608006477356, 0.7743432521820068]","[""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb"", ""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans"", ""Women's Fashion Berets and Bucket Hats""]","[0.5885347916273808, 0.245332830473317, 0.2310013200075429]",5303,2,0.5,"[8416, 43480]",[8416],1,0.5,2,1,"[1932, 9695, 1420]","[0.9758628010749817, 0.9758628010749817, 0.9738407135009766]","[3599, 16669, 5421]","[2.288515934376768, 2.2609843484819914, 2.2536300207429756]",0,0.0,0,0.25
pog,123,3611,1,[19298],"[""664162d351ab59ea042546db288bbf7c""]","[""Women's Fashion Shoulder and Crossbody Bags""]","[""126c091a8ff171f694733a624089e68a"", ""3e600277f4bf92983bf6fcb0ac09e0d7"", ""b608ccb44928992e75009892971acd46""]","[""Women's Casual Shoes and Sneakers"", ""Women's High Waist Wide Leg Trousers"", ""Women's Fashion Berets and Bucket Hats""]","[0.8892925977706909, 0.8510384559631348, 0.7941641807556152]","[""126c091a8ff171f694733a624089e68a"", ""b608ccb44928992e75009892971acd46"", ""2450d5bfc87a1f5b96e2837f5c87a70c""]","[""Women's Casual Shoes and Sneakers"", ""Women's Fashion Berets and Bucket Hats"", ""Women's Chiffon and Floral Dresses""]","[0.440011278725504, 0.24672212040039476, 0.24573523191879318]",7093,2,0.5,"[40690, 8769]","[44817, 9167, 2038, 40690, 8769]",2,0.4,2,5,"[1459, 532, 828]","[0.9837856888771057, 0.9834551215171814, 0.9834551215171814]","[3599, 5618, 8718]","[2.136331594529818, 2.133229945016213, 2.133229945016213]",0,0.0,0,0.5
pog,124,14238,2,"[19932, 20755]","[""126c091a8ff171f694733a624089e68a"", ""664162d351ab59ea042546db288bbf7c""]","[""Women's Casual Shoes and Sneakers"", ""Women's Fashion Shoulder and Crossbody Bags""]","[""3e600277f4bf92983bf6fcb0ac09e0d7"", ""a6cd655d1645f38869be793d5fb194cb"", ""b608ccb44928992e75009892971acd46""]","[""Women's High Waist Wide Leg Trousers"", ""Women's Cropped Denim Jeans"", ""Women's Fashion Berets and Bucket Hats""]","[0.8361626267433167, 0.7953155040740967, 0.7623966336250305]","[""2450d5bfc87a1f5b96e2837f5c87a70c"", ""95c3a26ab13f3ec5cd28a281e3685e7b"", ""b608ccb44928992e75009892971acd46""]","[""Women's Chiffon and Floral Dresses"", ""Fashion Drop and Stud Earrings"", ""Women's Fashion Berets and Bucket Hats""]","[0.2701057353412368, 0.21916052547260492, 0.21371355334828582]",3121,1,0.2,"[41650, 30622, 37931, 2940]",[40086],0,0.0,4,1,"[10706, 11338, 12875]","[1.0, 1.0, 1.0]","[3599, 13793, 1710]","[2.6981507292768505, 2.671991192470265, 2.671991192470265]",0,0.0,0,0.3333333333333333
pog,125,1665,1,[46256],"[""126c091a8ff171f694733a624089e68a""]","[""Women's Casual Shoes and Sneakers""]","[""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb"", ""3e600277f4bf92983bf6fcb0ac09e0d7""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans"", ""Women's High Waist Wide Leg Trousers""]","[0.8892924785614014, 0.784608006477356, 0.7743432521820068]","[""664162d351ab59ea042546db288bbf7c"", ""a6cd655d1645f38869be793d5fb194cb"", ""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Cropped Denim Jeans"", ""Women's Fashion Berets and Bucket Hats""]","[0.5885347916273808, 0.245332830473317, 0.2310013200075429]",5303,2,0.5,"[6855, 29244, 30865]","[13718, 29244, 30865]",2,0.5,3,3,"[1932, 9695, 1420]","[0.9758628010749817, 0.9758628010749817, 0.9738407135009766]","[3599, 16669, 5421]","[2.288515934376768, 2.2609843484819914, 2.2536300207429756]",0,0.0,0,0.25
pog,126,9630,1,[40063],"[""82462c11b65faedd60ec94210debc584""]","[""Men's Casual Workwear Jackets""]","[""03bfc1d4783966c69cc6aef8247e0103"", ""814ed433f7b89cef654140214dfdaab5"", ""83fb64f0af37f88a42f311549fb261cb""]","[""Men's Casual Joggers and Harem Pants"", ""Men's Casual White Sneakers"", ""Men's Slim Fit Denim Jeans""]","[0.9475531578063965, 0.9200259447097778, 0.9151890277862549]","[""03bfc1d4783966c69cc6aef8247e0103"", ""814ed433f7b89cef654140214dfdaab5"", ""72b059d86956ec93bbe2ae5a6622f4bd""]","[""Men's Casual Joggers and Harem Pants"", ""Men's Casual White Sneakers"", ""Men's Short Sleeve T-Shirts""]","[0.6785714285714286, 0.39285714285714285, 0.27197802197802196]",364,2,0.5,[43784],[43784],1,1.0,1,1,"[331, 9568, 18385]","[0.9783420562744141, 0.9783420562744141, 0.9783420562744141]","[6610, 380, 9185]","[2.4945054945054945, 2.414835164835165, 2.3516483516483517]",0,0.0,0,0.2222222222222222
pog,127,19961,1,[42657],"[""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Berets and Bucket Hats""]","[""852a581f78e4f4d7ecf9972a038e440c"", ""8476c833956c74092868c24514562b0b"", ""8585a77eaebc91282b433359863cb569""]","[""Women's Heeled Ankle Boots"", ""Women's Mid-Length Woolen Coats"", ""Women's Padded Puffer Jackets""]","[0.9038922786712646, 0.8889801502227783, 0.8821521997451782]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""852a581f78e4f4d7ecf9972a038e440c""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Casual Shoes and Sneakers"", ""Women's Heeled Ankle Boots""]","[0.528222155146393, 0.3697555086024751, 0.24237850890431634]",3313,1,0.2,[],"[19051, 43604, 3959, 90]",0,0.0,0,4,"[12317, 10215, 2150]","[0.9756773710250854, 0.9718488454818726, 0.9646597504615784]","[3599, 10839, 1459]","[2.3030485964382734, 2.2613945064895864, 2.2161183217627527]",0,0.0,0,0.375
pog,128,10188,1,[3774],"[""664162d351ab59ea042546db288bbf7c""]","[""Women's Fashion Shoulder and Crossbody Bags""]","[""126c091a8ff171f694733a624089e68a"", ""3e600277f4bf92983bf6fcb0ac09e0d7"", ""b608ccb44928992e75009892971acd46""]","[""Women's Casual Shoes and Sneakers"", ""Women's High Waist Wide Leg Trousers"", ""Women's Fashion Berets and Bucket Hats""]","[0.8892925977706909, 0.8510384559631348, 0.7941641807556152]","[""126c091a8ff171f694733a624089e68a"", ""b608ccb44928992e75009892971acd46"", ""2450d5bfc87a1f5b96e2837f5c87a70c""]","[""Women's Casual Shoes and Sneakers"", ""Women's Fashion Berets and Bucket Hats"", ""Women's Chiffon and Floral Dresses""]","[0.440011278725504, 0.24672212040039476, 0.24573523191879318]",7093,2,0.5,[12320],[3589],0,0.0,1,1,"[1459, 532, 828]","[0.9837856888771057, 0.9834551215171814, 0.9834551215171814]","[3599, 2197, 5552]","[2.136331594529818, 2.133229945016213, 2.133229945016213]",0,0.0,0,0.5
pog,129,9504,2,"[27162, 39303]","[""c6342df4744ae61888fa993d281972d7"", ""dab681fd76ae76e9421f7378ed0ed11d""]","[""Men's Long-Sleeved Casual and Formal Shirts"", ""Men's Thickened Workwear Cotton Jackets""]","[""03bfc1d4783966c69cc6aef8247e0103"", ""ecff24c1d93157b5c20fd73bb31faced"", ""814ed433f7b89cef654140214dfdaab5""]","[""Men's Casual Joggers and Harem Pants"", ""Men's Streetwear Hoodies and Sweatshirts"", ""Men's Casual White Sneakers""]","[0.962134838104248, 0.9600291848182678, 0.9390970468521118]","[""03bfc1d4783966c69cc6aef8247e0103"", ""814ed433f7b89cef654140214dfdaab5"", ""856a563554cc6f5b2bac63e3e8ff10b5""]","[""Men's Casual Joggers and Harem Pants"", ""Men's Casual White Sneakers"", ""Men's High-Top Casual Sneakers""]","[0.7222222222222222, 0.3888888888888889, 0.2777777777777778]",18,2,0.5,[44170],[44170],1,1.0,1,1,"[8108, 5569, 15490]","[0.9949873685836792, 0.9926992654800415, 0.9926992654800415]","[1582, 2117, 9356]","[3.0256175103937393, 3.0256175103937393, 3.0256175103937393]",0,0.0,0,0.6
pog,130,1292,2,"[1371, 38444]","[""3e600277f4bf92983bf6fcb0ac09e0d7"", ""de802e3a05e11e88ddd894aa58e0f4d9""]","[""Women's High Waist Wide Leg Trousers"", ""Women's Casual Canvas Sneakers""]","[""a6cd655d1645f38869be793d5fb194cb"", ""c6ba1690407cbd175f036694488a914e"", ""b608ccb44928992e75009892971acd46""]","[""Women's Cropped Denim Jeans"", ""Women's Loose Hoodies and Sweatshirts"", ""Women's Fashion Berets and Bucket Hats""]","[0.8057464361190796, 0.8031368255615234, 0.7525615692138672]","[""664162d351ab59ea042546db288bbf7c"", ""b608ccb44928992e75009892971acd46"", ""46eacb79120159c0d446c08e1f671b0f""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Fashion Berets and Bucket Hats"", ""Women's Casual Short Sleeve T-Shirts""]","[0.42105263157894735, 0.2631578947368421, 0.20526315789473684]",190,1,0.2,[19059],"[26294, 12439, 19059]",1,0.3333333333333333,1,3,"[960, 1786, 2253]","[0.9723219871520996, 0.9723219871520996, 0.9723219871520996]","[15210, 18026, 18435]","[2.9161981593000794, 2.9161981593000794, 2.9161981593000794]",0,0.0,0,0.3333333333333333
pog,131,7095,1,[28519],"[""fc528592c3858f90196fbfacc814f235""]","[""Women's High-Waist Fashion Skirts""]","[""022ab423f035b47ac0af5046c51ed093"", ""b608ccb44928992e75009892971acd46"", ""8476c833956c74092868c24514562b0b""]","[""Women's Pullover Knit Sweaters"", ""Women's Fashion Berets and Bucket Hats"", ""Women's Mid-Length Woolen Coats""]","[0.7163426876068115, 0.6904234290122986, 0.6802520155906677]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Casual Shoes and Sneakers"", ""Women's Fashion Berets and Bucket Hats""]","[0.5220588235294118, 0.42024886877828055, 0.2420814479638009]",1768,1,0.2,"[11465, 40408, 7472, 44163]","[37005, 40408, 38929]",1,0.16666666666666666,4,3,"[4045, 12322, 800]","[0.9349683523178101, 0.9349683523178101, 0.934611439704895]","[18577, 2483, 16520]","[2.3257918552036196, 2.3257918552036196, 2.3257918552036196]",0,0.0,0,0.125
pog,132,16768,2,"[13173, 34050]","[""2deec110140f47a0a9b9fddf744f956e"", ""6b0fd0d9ed161e73775d02021a82eebc""]","[""Men's Martin and Work Boots"", ""Men's Long Woolen Overcoats""]","[""03bfc1d4783966c69cc6aef8247e0103"", ""814ed433f7b89cef654140214dfdaab5"", ""83fb64f0af37f88a42f311549fb261cb""]","[""Men's Casual Joggers and Harem Pants"", ""Men's Casual White Sneakers"", ""Men's Slim Fit Denim Jeans""]","[0.8910394906997681, 0.8728325366973877, 0.8710940480232239]","[""03bfc1d4783966c69cc6aef8247e0103"", ""f38776a72637f9103f9229c5f2c92e41"", ""ecff24c1d93157b5c20fd73bb31faced""]","[""Men's Casual Joggers and Harem Pants"", ""Men's Knit Sweaters and Pullovers"", ""Men's Streetwear Hoodies and Sweatshirts""]","[0.5, 0.5, 0.375]",8,1,0.2,[9694],[44992],0,0.0,1,1,"[810, 5200, 18732]","[0.9865673780441284, 0.9838814735412598, 0.9789551496505737]","[16599, 598, 14827]","[2.983477106834771, 2.861446582614466, 2.8235567352355675]",0,0.0,0,0.8333333333333334
pog,133,906,2,"[45441, 29172]","[""126c091a8ff171f694733a624089e68a"", ""a6cd655d1645f38869be793d5fb194cb""]","[""Women's Casual Shoes and Sneakers"", ""Women's Cropped Denim Jeans""]","[""664162d351ab59ea042546db288bbf7c"", ""3e600277f4bf92983bf6fcb0ac09e0d7"", ""08734b0d499542a3a0ae060fb5597d09""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's High Waist Wide Leg Trousers"", ""Women's Short Casual Jackets""]","[0.8737205862998962, 0.8353253602981567, 0.8242336511611938]","[""664162d351ab59ea042546db288bbf7c"", ""b608ccb44928992e75009892971acd46"", ""c6ba1690407cbd175f036694488a914e""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Fashion Berets and Bucket Hats"", ""Women's Loose Hoodies and Sweatshirts""]","[0.49500384319754037, 0.19062259800153727, 0.15449654112221367]",1301,1,0.2,[48136],[48136],1,1.0,1,1,"[431, 1620, 2940]","[0.9999998807907104, 0.9999998807907104, 0.9999998807907104]","[16669, 3599, 14608]","[2.9291680885497917, 2.8946384269517256, 2.8924214611583494]",0,0.0,0,0.2857142857142857
pog,134,15060,1,[28081],"[""58f1ddb77bfc5576db30fa20e53111fa""]","[""Classic Canvas High and Low Top Sneakers""]","[""72b059d86956ec93bbe2ae5a6622f4bd"", ""83fb64f0af37f88a42f311549fb261cb"", ""c6342df4744ae61888fa993d281972d7""]","[""Men's Short Sleeve T-Shirts"", ""Men's Slim Fit Denim Jeans"", ""Men's Long-Sleeved Casual and Formal Shirts""]","[0.8667690753936768, 0.856910228729248, 0.8350415229797363]","[""03bfc1d4783966c69cc6aef8247e0103"", ""72b059d86956ec93bbe2ae5a6622f4bd"", ""19125833f147d19800e3aa39ecfc76c2""]","[""Men's Casual Joggers and Harem Pants"", ""Men's Short Sleeve T-Shirts"", ""Men's and Women's Wristwatches""]","[0.4147727272727273, 0.3181818181818182, 0.21022727272727273]",176,1,0.2,[30993],[],0,0.0,1,0,"[1371, 6974, 12029]","[0.9454653263092041, 0.9446444511413574, 0.9414646029472351]","[3462, 2835, 2389]","[1.9431818181818183, 1.9431818181818183, 1.9431818181818183]",0,0.0,0,0.5
pog,135,209,1,[45439],"[""b608ccb44928992e75009892971acd46""]","[""Women's Fashion Berets and Bucket Hats""]","[""852a581f78e4f4d7ecf9972a038e440c"", ""8476c833956c74092868c24514562b0b"", ""8585a77eaebc91282b433359863cb569""]","[""Women's Heeled Ankle Boots"", ""Women's Mid-Length Woolen Coats"", ""Women's Padded Puffer Jackets""]","[0.9038922786712646, 0.8889801502227783, 0.8821521997451782]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""852a581f78e4f4d7ecf9972a038e440c""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Casual Shoes and Sneakers"", ""Women's Heeled Ankle Boots""]","[0.528222155146393, 0.3697555086024751, 0.24237850890431634]",3313,1,0.2,[21631],"[21631, 36466, 40101, 43933]",1,0.25,1,4,"[12317, 10215, 2150]","[0.9756773710250854, 0.9718488454818726, 0.9646597504615784]","[3599, 10839, 1459]","[2.3030485964382734, 2.2613945064895864, 2.2161183217627527]",0,0.0,0,0.375
pog,136,2733,1,[651],"[""664162d351ab59ea042546db288bbf7c""]","[""Women's Fashion Shoulder and Crossbody Bags""]","[""126c091a8ff171f694733a624089e68a"", ""3e600277f4bf92983bf6fcb0ac09e0d7"", ""b608ccb44928992e75009892971acd46""]","[""Women's Casual Shoes and Sneakers"", ""Women's High Waist Wide Leg Trousers"", ""Women's Fashion Berets and Bucket Hats""]","[0.8892925977706909, 0.8510384559631348, 0.7941641807556152]","[""126c091a8ff171f694733a624089e68a"", ""b608ccb44928992e75009892971acd46"", ""2450d5bfc87a1f5b96e2837f5c87a70c""]","[""Women's Casual Shoes and Sneakers"", ""Women's Fashion Berets and Bucket Hats"", ""Women's Chiffon and Floral Dresses""]","[0.440011278725504, 0.24672212040039476, 0.24573523191879318]",7093,2,0.5,[],[],0,1.0,0,0,"[1459, 532, 828]","[0.9837856888771057, 0.9834551215171814, 0.9834551215171814]","[3599, 7244, 16096]","[2.136331594529818, 2.133229945016213, 2.133229945016213]",0,0.0,0,0.5
pog,137,2677,2,"[2819, 46920]","[""3afab60a60abe737c6b12772e0fcec0a"", ""664162d351ab59ea042546db288bbf7c""]","[""Women's Fashion Heeled Sandals"", ""Women's Fashion Shoulder and Crossbody Bags""]","[""2450d5bfc87a1f5b96e2837f5c87a70c"", ""95c3a26ab13f3ec5cd28a281e3685e7b"", ""64fe11119537f0ea81cfb5e4d54b3c71""]","[""Women's Chiffon and Floral Dresses"", ""Fashion Drop and Stud Earrings"", ""Women's Sterling Silver Bracelets""]","[0.8967106342315674, 0.7979917526245117, 0.7029621601104736]","[""2450d5bfc87a1f5b96e2837f5c87a70c"", ""95c3a26ab13f3ec5cd28a281e3685e7b"", ""b608ccb44928992e75009892971acd46""]","[""Women's Chiffon and Floral Dresses"", ""Fashion Drop and Stud Earrings"", ""Women's Fashion Berets and Bucket Hats""]","[0.5462633451957295, 0.3238434163701068, 0.18149466192170818]",562,2,0.5,"[42341, 24844]","[42341, 24844, 14283]",2,0.6666666666666666,2,3,"[15235, 15708, 355]","[0.9999999403953552, 0.9820324778556824, 0.9800617098808289]","[18520, 2184, 17049]","[2.8591664107709254, 2.8591664107709254, 2.8591664107709254]",0,0.0,0,0.5714285714285714
pog,138,15189,2,"[17654, 10946]","[""19125833f147d19800e3aa39ecfc76c2"", ""2450d5bfc87a1f5b96e2837f5c87a70c""]","[""Men's and Women's Wristwatches"", ""Women's Chiffon and Floral Dresses""]","[""3afab60a60abe737c6b12772e0fcec0a"", ""841c8877534da01768696cd2375bab70"", ""0ab410a4baf435f5b6496cb061c11dc1""]","[""Women's Fashion Heeled Sandals"", ""Women's Sterling Silver Necklaces"", ""Sterling Silver Fashion Earrings""]","[0.8618127703666687, 0.8465989828109741, 0.8435810804367065]","[""664162d351ab59ea042546db288bbf7c"", ""126c091a8ff171f694733a624089e68a"", ""95c3a26ab13f3ec5cd28a281e3685e7b""]","[""Women's Fashion Shoulder and Crossbody Bags"", ""Women's Casual Shoes and Sneakers"", ""Fashion Drop and Stud Earrings""]","[0.5789473684210527, 0.2857142857142857, 0.2631578947368421]",133,0,0.0,[],"[32287, 12294]",0,0.0,0,2,"[15550, 1468, 2898]","[1.0, 0.9793362617492676, 0.9793362617492676]","[17968, 8890, 4393]","[2.9903467809467514, 2.9903467809467514, 2.9903467809467514]",0,0.0,0,0.3333333333333333
pog,139,6708,1,[43495],"[""72b059d86956ec93bbe2ae5a6622f4bd""]","[""Men's Short Sleeve T-Shirts""]","[""83fb64f0af37f88a42f311549fb261cb"", ""12ba81fb3ad68ad5b21e4cec7be42666"", ""c6342df4744ae61888fa993d281972d7""]","[""Men's Slim Fit Denim Jeans"", ""Classic Branded Sneakers and Skate Shoes"", ""Men's Long-Sleeved Casual and Formal Shirts""]","[0.9611139893531799, 0.9191750884056091, 0.9047876596450806]","[""03bfc1d4783966c69cc6aef8247e0103"", ""814ed433f7b89cef654140214dfdaab5"", ""19125833f147d19800e3aa39ecfc76c2""]","[""Men's Casual Joggers and Harem Pants"", ""Men's Casual White Sneakers"", ""Men's and Women's Wristwatches""]","[0.6352765321375187, 0.3423019431988042, 0.2914798206278027]",669,0,0.0,[],[],0,1.0,0,0,"[2149, 5284, 5993]","[0.9857025146484375, 0.9857025146484375, 0.9857025146484375]","[6610, 19358, 13077]","[2.4170403587443947, 2.303437967115097, 2.289985052316891]",0,0.0,0,0.1111111111111111
