dataset,itemset_size,category_itemset,support,support_ratio
pog,3,1199c4654170f33208d7932d7d2587a5|46eacb79120159c0d446c08e1f671b0f|664162d351ab59ea042546db288bbf7c,1,5e-05
pog,3,2637918fb4c6fbe3432dab045d841406|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,1,5e-05
pog,3,6eb82f81b7105a1112fec1bb3c8dd62b|de802e3a05e11e88ddd894aa58e0f4d9|fbf269b6cc339b080853c548156a1050,1,5e-05
pog,3,19125833f147d19800e3aa39ecfc76c2|2450d5bfc87a1f5b96e2837f5c87a70c|8585a77eaebc91282b433359863cb569,1,5e-05
pog,3,19125833f147d19800e3aa39ecfc76c2|852a581f78e4f4d7ecf9972a038e440c|8585a77eaebc91282b433359863cb569,1,5e-05
pog,3,2b28f4772c30b8544c742f6a349a06b3|3e600277f4bf92983bf6fcb0ac09e0d7|8585a77eaebc91282b433359863cb569,1,5e-05
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|44187dfef4ed2dd3669957cc9592514e|852a581f78e4f4d7ecf9972a038e440c,1,5e-05
pog,3,44187dfef4ed2dd3669957cc9592514e|46eacb79120159c0d446c08e1f671b0f|852a581f78e4f4d7ecf9972a038e440c,1,5e-05
pog,3,19125833f147d19800e3aa39ecfc76c2|6eb82f81b7105a1112fec1bb3c8dd62b|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,08734b0d499542a3a0ae060fb5597d09|841c8877534da01768696cd2375bab70|95c3a26ab13f3ec5cd28a281e3685e7b,1,5e-05
pog,3,19125833f147d19800e3aa39ecfc76c2|64fe11119537f0ea81cfb5e4d54b3c71|95c3a26ab13f3ec5cd28a281e3685e7b,1,5e-05
pog,3,6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c|bc11aa63d5a69b1b0f90c34fd2c62102,1,5e-05
pog,3,46eacb79120159c0d446c08e1f671b0f|b608ccb44928992e75009892971acd46|b6f318187d9a7cf416a2e84fc24349aa,1,5e-05
pog,3,12ba81fb3ad68ad5b21e4cec7be42666|2450d5bfc87a1f5b96e2837f5c87a70c|b5512b7b61119e0a76d1f6b3bd6d2b94,1,5e-05
pog,3,12ba81fb3ad68ad5b21e4cec7be42666|664162d351ab59ea042546db288bbf7c|b5512b7b61119e0a76d1f6b3bd6d2b94,1,5e-05
pog,3,12ba81fb3ad68ad5b21e4cec7be42666|b5512b7b61119e0a76d1f6b3bd6d2b94|b608ccb44928992e75009892971acd46,1,5e-05
pog,3,12ba81fb3ad68ad5b21e4cec7be42666|9fa5c6beaf93259bc3dcd4ead2b3397f|ecff24c1d93157b5c20fd73bb31faced,1,5e-05
pog,3,64fe11119537f0ea81cfb5e4d54b3c71|c6ba1690407cbd175f036694488a914e|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,19125833f147d19800e3aa39ecfc76c2|46eacb79120159c0d446c08e1f671b0f|b5512b7b61119e0a76d1f6b3bd6d2b94,1,5e-05
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|841c8877534da01768696cd2375bab70|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,7b0b5e99f45560c0f83ee235d461ca04|83fb64f0af37f88a42f311549fb261cb|9e3e1aff5fca5f418e5e3679ff932c05,1,5e-05
pog,3,126c091a8ff171f694733a624089e68a|83668c24f1cbd74fb8e01a243e79a3a0|b6f318187d9a7cf416a2e84fc24349aa,1,5e-05
pog,3,83668c24f1cbd74fb8e01a243e79a3a0|b6f318187d9a7cf416a2e84fc24349aa|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,022ab423f035b47ac0af5046c51ed093|126c091a8ff171f694733a624089e68a|6eb82f81b7105a1112fec1bb3c8dd62b,1,5e-05
pog,3,022ab423f035b47ac0af5046c51ed093|6eb82f81b7105a1112fec1bb3c8dd62b|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,1199c4654170f33208d7932d7d2587a5|fbf269b6cc339b080853c548156a1050|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,9e3e1aff5fca5f418e5e3679ff932c05|ecff24c1d93157b5c20fd73bb31faced|f38776a72637f9103f9229c5f2c92e41,1,5e-05
pog,3,5b971cf50885d3dc973bfc30a389361f|664162d351ab59ea042546db288bbf7c|c6ba1690407cbd175f036694488a914e,1,5e-05
pog,3,5b971cf50885d3dc973bfc30a389361f|b608ccb44928992e75009892971acd46|c6ba1690407cbd175f036694488a914e,1,5e-05
pog,3,5b971cf50885d3dc973bfc30a389361f|b608ccb44928992e75009892971acd46|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,5b971cf50885d3dc973bfc30a389361f|c6ba1690407cbd175f036694488a914e|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,126c091a8ff171f694733a624089e68a|594c45bd75088c708c8acb043ca9b377|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,6b0fd0d9ed161e73775d02021a82eebc|814ed433f7b89cef654140214dfdaab5|ecff24c1d93157b5c20fd73bb31faced,1,5e-05
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|3e600277f4bf92983bf6fcb0ac09e0d7|8476c833956c74092868c24514562b0b,1,5e-05
pog,3,08734b0d499542a3a0ae060fb5597d09|3e600277f4bf92983bf6fcb0ac09e0d7|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,23ee17885f87575534b44d099507a747|8476c833956c74092868c24514562b0b|bc11aa63d5a69b1b0f90c34fd2c62102,1,5e-05
pog,3,83fb64f0af37f88a42f311549fb261cb|9fd21872baa91cc0713a7ee1d29529ca|c7d17d4d3b51ccfb89c4c0f40ae87262,1,5e-05
pog,3,08734b0d499542a3a0ae060fb5597d09|0ab410a4baf435f5b6496cb061c11dc1|b5512b7b61119e0a76d1f6b3bd6d2b94,1,5e-05
pog,3,0ab410a4baf435f5b6496cb061c11dc1|b5512b7b61119e0a76d1f6b3bd6d2b94|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,2637918fb4c6fbe3432dab045d841406|2b28f4772c30b8544c742f6a349a06b3|a6cd655d1645f38869be793d5fb194cb,1,5e-05
pog,3,022ab423f035b47ac0af5046c51ed093|19125833f147d19800e3aa39ecfc76c2|2b28f4772c30b8544c742f6a349a06b3,1,5e-05
pog,3,72b059d86956ec93bbe2ae5a6622f4bd|c7d17d4d3b51ccfb89c4c0f40ae87262|f38776a72637f9103f9229c5f2c92e41,1,5e-05
pog,3,19125833f147d19800e3aa39ecfc76c2|b608ccb44928992e75009892971acd46|c7d17d4d3b51ccfb89c4c0f40ae87262,1,5e-05
pog,3,82462c11b65faedd60ec94210debc584|b608ccb44928992e75009892971acd46|c7d17d4d3b51ccfb89c4c0f40ae87262,1,5e-05
pog,3,664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70|b6f318187d9a7cf416a2e84fc24349aa,1,5e-05
pog,3,08734b0d499542a3a0ae060fb5597d09|58f1ddb77bfc5576db30fa20e53111fa|95c3a26ab13f3ec5cd28a281e3685e7b,1,5e-05
pog,3,58f1ddb77bfc5576db30fa20e53111fa|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb,1,5e-05
pog,3,2b28f4772c30b8544c742f6a349a06b3|6eb82f81b7105a1112fec1bb3c8dd62b|b6f318187d9a7cf416a2e84fc24349aa,1,5e-05
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|6d399e81b6d56cdf82bed9c5b35a1885|a68b85f0e84cbac87f49f5483e16fb6d,1,5e-05
pog,3,3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|6d399e81b6d56cdf82bed9c5b35a1885,1,5e-05
pog,3,08734b0d499542a3a0ae060fb5597d09|3e600277f4bf92983bf6fcb0ac09e0d7|a68b85f0e84cbac87f49f5483e16fb6d,1,5e-05
pog,3,08734b0d499542a3a0ae060fb5597d09|a68b85f0e84cbac87f49f5483e16fb6d|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|a68b85f0e84cbac87f49f5483e16fb6d|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,44187dfef4ed2dd3669957cc9592514e|852a581f78e4f4d7ecf9972a038e440c|fbf269b6cc339b080853c548156a1050,1,5e-05
pog,3,0ab410a4baf435f5b6496cb061c11dc1|23ee17885f87575534b44d099507a747|c024d6d8b2a5878439b85d8146a91239,1,5e-05
pog,3,0ab410a4baf435f5b6496cb061c11dc1|23ee17885f87575534b44d099507a747|c6ba1690407cbd175f036694488a914e,1,5e-05
pog,3,23ee17885f87575534b44d099507a747|664162d351ab59ea042546db288bbf7c|c024d6d8b2a5878439b85d8146a91239,1,5e-05
pog,3,23ee17885f87575534b44d099507a747|c024d6d8b2a5878439b85d8146a91239|c6ba1690407cbd175f036694488a914e,1,5e-05
pog,3,1199c4654170f33208d7932d7d2587a5|188ff8c06949a640ea5ac102e60941ec|a6cd655d1645f38869be793d5fb194cb,1,5e-05
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f|c7d17d4d3b51ccfb89c4c0f40ae87262,1,5e-05
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|64fe11119537f0ea81cfb5e4d54b3c71|c7d17d4d3b51ccfb89c4c0f40ae87262,1,5e-05
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|c7d17d4d3b51ccfb89c4c0f40ae87262,1,5e-05
pog,3,46eacb79120159c0d446c08e1f671b0f|64fe11119537f0ea81cfb5e4d54b3c71|c7d17d4d3b51ccfb89c4c0f40ae87262,1,5e-05
pog,3,46eacb79120159c0d446c08e1f671b0f|664162d351ab59ea042546db288bbf7c|c7d17d4d3b51ccfb89c4c0f40ae87262,1,5e-05
pog,3,64fe11119537f0ea81cfb5e4d54b3c71|664162d351ab59ea042546db288bbf7c|c7d17d4d3b51ccfb89c4c0f40ae87262,1,5e-05
pog,3,08734b0d499542a3a0ae060fb5597d09|12ba81fb3ad68ad5b21e4cec7be42666|3e600277f4bf92983bf6fcb0ac09e0d7,1,5e-05
pog,3,08734b0d499542a3a0ae060fb5597d09|12ba81fb3ad68ad5b21e4cec7be42666|841c8877534da01768696cd2375bab70,1,5e-05
pog,3,12ba81fb3ad68ad5b21e4cec7be42666|3e600277f4bf92983bf6fcb0ac09e0d7|841c8877534da01768696cd2375bab70,1,5e-05
pog,3,12ba81fb3ad68ad5b21e4cec7be42666|841c8877534da01768696cd2375bab70|c6ba1690407cbd175f036694488a914e,1,5e-05
pog,3,022ab423f035b47ac0af5046c51ed093|58f1ddb77bfc5576db30fa20e53111fa|bc11aa63d5a69b1b0f90c34fd2c62102,1,5e-05
pog,3,664162d351ab59ea042546db288bbf7c|814ed433f7b89cef654140214dfdaab5|a6cd655d1645f38869be793d5fb194cb,1,5e-05
pog,3,3afab60a60abe737c6b12772e0fcec0a|64fe11119537f0ea81cfb5e4d54b3c71|7b0b5e99f45560c0f83ee235d461ca04,1,5e-05
pog,3,64fe11119537f0ea81cfb5e4d54b3c71|7b0b5e99f45560c0f83ee235d461ca04|95c3a26ab13f3ec5cd28a281e3685e7b,1,5e-05
pog,3,2b28f4772c30b8544c742f6a349a06b3|b5512b7b61119e0a76d1f6b3bd6d2b94|bc11aa63d5a69b1b0f90c34fd2c62102,1,5e-05
pog,3,841c8877534da01768696cd2375bab70|8476c833956c74092868c24514562b0b|95c3a26ab13f3ec5cd28a281e3685e7b,1,5e-05
pog,3,19125833f147d19800e3aa39ecfc76c2|8476c833956c74092868c24514562b0b|95c3a26ab13f3ec5cd28a281e3685e7b,1,5e-05
pog,3,664162d351ab59ea042546db288bbf7c|856a563554cc6f5b2bac63e3e8ff10b5|c6ba1690407cbd175f036694488a914e,1,5e-05
pog,3,856a563554cc6f5b2bac63e3e8ff10b5|b5512b7b61119e0a76d1f6b3bd6d2b94|c6ba1690407cbd175f036694488a914e,1,5e-05
pog,3,23ee17885f87575534b44d099507a747|8476c833956c74092868c24514562b0b|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,0ab410a4baf435f5b6496cb061c11dc1|77c9c3bb3736bf7ba3a3d36b532f6962|bc11aa63d5a69b1b0f90c34fd2c62102,1,5e-05
pog,3,77c9c3bb3736bf7ba3a3d36b532f6962|841c8877534da01768696cd2375bab70|bc11aa63d5a69b1b0f90c34fd2c62102,1,5e-05
pog,3,126c091a8ff171f694733a624089e68a|2637918fb4c6fbe3432dab045d841406|8476c833956c74092868c24514562b0b,1,5e-05
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|7b0b5e99f45560c0f83ee235d461ca04|a6cd655d1645f38869be793d5fb194cb,1,5e-05
pog,3,1199c4654170f33208d7932d7d2587a5|3e600277f4bf92983bf6fcb0ac09e0d7|44187dfef4ed2dd3669957cc9592514e,1,5e-05
pog,3,2b28f4772c30b8544c742f6a349a06b3|841c8877534da01768696cd2375bab70|c6ba1690407cbd175f036694488a914e,1,5e-05
pog,3,2637918fb4c6fbe3432dab045d841406|72b059d86956ec93bbe2ae5a6622f4bd|c5a37fdeb54701aa580971fcfe834201,1,5e-05
pog,3,2637918fb4c6fbe3432dab045d841406|72b059d86956ec93bbe2ae5a6622f4bd|d2d96e58ef034b572fcf4e8c6d663b84,1,5e-05
pog,3,2637918fb4c6fbe3432dab045d841406|83fb64f0af37f88a42f311549fb261cb|c5a37fdeb54701aa580971fcfe834201,1,5e-05
pog,3,2637918fb4c6fbe3432dab045d841406|83fb64f0af37f88a42f311549fb261cb|d2d96e58ef034b572fcf4e8c6d663b84,1,5e-05
pog,3,2637918fb4c6fbe3432dab045d841406|c5a37fdeb54701aa580971fcfe834201|d2d96e58ef034b572fcf4e8c6d663b84,1,5e-05
pog,3,72b059d86956ec93bbe2ae5a6622f4bd|c5a37fdeb54701aa580971fcfe834201|d2d96e58ef034b572fcf4e8c6d663b84,1,5e-05
pog,3,83fb64f0af37f88a42f311549fb261cb|c5a37fdeb54701aa580971fcfe834201|d2d96e58ef034b572fcf4e8c6d663b84,1,5e-05
pog,3,126c091a8ff171f694733a624089e68a|188ff8c06949a640ea5ac102e60941ec|fbf269b6cc339b080853c548156a1050,1,5e-05
pog,3,188ff8c06949a640ea5ac102e60941ec|2450d5bfc87a1f5b96e2837f5c87a70c|fbf269b6cc339b080853c548156a1050,1,5e-05
pog,3,188ff8c06949a640ea5ac102e60941ec|664162d351ab59ea042546db288bbf7c|fbf269b6cc339b080853c548156a1050,1,5e-05
pog,3,2b28f4772c30b8544c742f6a349a06b3|8476c833956c74092868c24514562b0b|a68b85f0e84cbac87f49f5483e16fb6d,1,5e-05
pog,3,19125833f147d19800e3aa39ecfc76c2|a6cd655d1645f38869be793d5fb194cb|c024d6d8b2a5878439b85d8146a91239,1,5e-05
pog,3,03bfc1d4783966c69cc6aef8247e0103|64fe11119537f0ea81cfb5e4d54b3c71|814ed433f7b89cef654140214dfdaab5,1,5e-05
pog,3,022ab423f035b47ac0af5046c51ed093|664162d351ab59ea042546db288bbf7c|a68b85f0e84cbac87f49f5483e16fb6d,1,5e-05
pog,3,022ab423f035b47ac0af5046c51ed093|a68b85f0e84cbac87f49f5483e16fb6d|b608ccb44928992e75009892971acd46,1,5e-05
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|3e600277f4bf92983bf6fcb0ac09e0d7|44187dfef4ed2dd3669957cc9592514e,1,5e-05
pog,3,126c091a8ff171f694733a624089e68a|188ff8c06949a640ea5ac102e60941ec|6d399e81b6d56cdf82bed9c5b35a1885,1,5e-05
pog,3,188ff8c06949a640ea5ac102e60941ec|2450d5bfc87a1f5b96e2837f5c87a70c|6d399e81b6d56cdf82bed9c5b35a1885,1,5e-05
pog,3,188ff8c06949a640ea5ac102e60941ec|664162d351ab59ea042546db288bbf7c|6d399e81b6d56cdf82bed9c5b35a1885,1,5e-05
pog,3,0ab410a4baf435f5b6496cb061c11dc1|1199c4654170f33208d7932d7d2587a5|b5512b7b61119e0a76d1f6b3bd6d2b94,1,5e-05
pog,3,1199c4654170f33208d7932d7d2587a5|664162d351ab59ea042546db288bbf7c|b5512b7b61119e0a76d1f6b3bd6d2b94,1,5e-05
pog,3,1199c4654170f33208d7932d7d2587a5|852a581f78e4f4d7ecf9972a038e440c|b5512b7b61119e0a76d1f6b3bd6d2b94,1,5e-05
pog,3,46eacb79120159c0d446c08e1f671b0f|841c8877534da01768696cd2375bab70|852a581f78e4f4d7ecf9972a038e440c,1,5e-05
pog,3,b5512b7b61119e0a76d1f6b3bd6d2b94|b608ccb44928992e75009892971acd46|fbf269b6cc339b080853c548156a1050,1,5e-05
pog,3,022ab423f035b47ac0af5046c51ed093|08734b0d499542a3a0ae060fb5597d09|19125833f147d19800e3aa39ecfc76c2,1,5e-05
pog,3,08734b0d499542a3a0ae060fb5597d09|19125833f147d19800e3aa39ecfc76c2|b608ccb44928992e75009892971acd46,1,5e-05
pog,3,44187dfef4ed2dd3669957cc9592514e|b608ccb44928992e75009892971acd46|fbf269b6cc339b080853c548156a1050,1,5e-05
pog,3,6eb82f81b7105a1112fec1bb3c8dd62b|83668c24f1cbd74fb8e01a243e79a3a0|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,841c8877534da01768696cd2375bab70|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102,1,5e-05
pog,3,1d14b937ef24d01520848534952cee70|72b059d86956ec93bbe2ae5a6622f4bd|9e3e1aff5fca5f418e5e3679ff932c05,1,5e-05
pog,3,08734b0d499542a3a0ae060fb5597d09|188ff8c06949a640ea5ac102e60941ec|2b28f4772c30b8544c742f6a349a06b3,1,5e-05
pog,3,19125833f147d19800e3aa39ecfc76c2|6eb82f81b7105a1112fec1bb3c8dd62b|fbf269b6cc339b080853c548156a1050,1,5e-05
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|44187dfef4ed2dd3669957cc9592514e|b5512b7b61119e0a76d1f6b3bd6d2b94,1,5e-05
pog,3,664162d351ab59ea042546db288bbf7c|c024d6d8b2a5878439b85d8146a91239|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,6eb82f81b7105a1112fec1bb3c8dd62b|c024d6d8b2a5878439b85d8146a91239|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,188ff8c06949a640ea5ac102e60941ec|664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b,1,5e-05
pog,3,58f1ddb77bfc5576db30fa20e53111fa|bc11aa63d5a69b1b0f90c34fd2c62102|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,72b059d86956ec93bbe2ae5a6622f4bd|856a563554cc6f5b2bac63e3e8ff10b5|ecff24c1d93157b5c20fd73bb31faced,1,5e-05
pog,3,126c091a8ff171f694733a624089e68a|19125833f147d19800e3aa39ecfc76c2|6d399e81b6d56cdf82bed9c5b35a1885,1,5e-05
pog,3,604b7f56f881d721455b0bd5815a7c88|72b059d86956ec93bbe2ae5a6622f4bd|f38776a72637f9103f9229c5f2c92e41,1,5e-05
pog,3,604b7f56f881d721455b0bd5815a7c88|c5a37fdeb54701aa580971fcfe834201|f38776a72637f9103f9229c5f2c92e41,1,5e-05
pog,3,72b059d86956ec93bbe2ae5a6622f4bd|c5a37fdeb54701aa580971fcfe834201|f38776a72637f9103f9229c5f2c92e41,1,5e-05
pog,3,7c3f3d05228e2ee51736f64757cfb385|83fb64f0af37f88a42f311549fb261cb|f38776a72637f9103f9229c5f2c92e41,1,5e-05
pog,3,23ee17885f87575534b44d099507a747|3e600277f4bf92983bf6fcb0ac09e0d7|fbf269b6cc339b080853c548156a1050,1,5e-05
pog,3,83668c24f1cbd74fb8e01a243e79a3a0|a6cd655d1645f38869be793d5fb194cb|c6ba1690407cbd175f036694488a914e,1,5e-05
pog,3,6eb82f81b7105a1112fec1bb3c8dd62b|841c8877534da01768696cd2375bab70|b608ccb44928992e75009892971acd46,1,5e-05
pog,3,022ab423f035b47ac0af5046c51ed093|2450d5bfc87a1f5b96e2837f5c87a70c|8585a77eaebc91282b433359863cb569,1,5e-05
pog,3,022ab423f035b47ac0af5046c51ed093|2450d5bfc87a1f5b96e2837f5c87a70c|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|8585a77eaebc91282b433359863cb569|b608ccb44928992e75009892971acd46,1,5e-05
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|8585a77eaebc91282b433359863cb569|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,2b28f4772c30b8544c742f6a349a06b3|b6f318187d9a7cf416a2e84fc24349aa|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,23ee17885f87575534b44d099507a747|841c8877534da01768696cd2375bab70|a6cd655d1645f38869be793d5fb194cb,1,5e-05
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|a68b85f0e84cbac87f49f5483e16fb6d|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,6eb82f81b7105a1112fec1bb3c8dd62b|77c9c3bb3736bf7ba3a3d36b532f6962|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,126c091a8ff171f694733a624089e68a|19125833f147d19800e3aa39ecfc76c2|b6f318187d9a7cf416a2e84fc24349aa,1,5e-05
pog,3,19125833f147d19800e3aa39ecfc76c2|46eacb79120159c0d446c08e1f671b0f|b6f318187d9a7cf416a2e84fc24349aa,1,5e-05
pog,3,19125833f147d19800e3aa39ecfc76c2|a6cd655d1645f38869be793d5fb194cb|b6f318187d9a7cf416a2e84fc24349aa,1,5e-05
pog,3,44187dfef4ed2dd3669957cc9592514e|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102,1,5e-05
pog,3,2b28f4772c30b8544c742f6a349a06b3|64fe11119537f0ea81cfb5e4d54b3c71|6eb82f81b7105a1112fec1bb3c8dd62b,1,5e-05
pog,3,2b28f4772c30b8544c742f6a349a06b3|64fe11119537f0ea81cfb5e4d54b3c71|a6cd655d1645f38869be793d5fb194cb,1,5e-05
pog,3,126c091a8ff171f694733a624089e68a|188ff8c06949a640ea5ac102e60941ec|64fe11119537f0ea81cfb5e4d54b3c71,1,5e-05
pog,3,2450d5bfc87a1f5b96e2837f5c87a70c|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,022ab423f035b47ac0af5046c51ed093|3e600277f4bf92983bf6fcb0ac09e0d7|c7d17d4d3b51ccfb89c4c0f40ae87262,1,5e-05
pog,3,6eb82f81b7105a1112fec1bb3c8dd62b|c6ba1690407cbd175f036694488a914e|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,126c091a8ff171f694733a624089e68a|83fb64f0af37f88a42f311549fb261cb|841c8877534da01768696cd2375bab70,1,5e-05
pog,3,46eacb79120159c0d446c08e1f671b0f|8585a77eaebc91282b433359863cb569|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,82462c11b65faedd60ec94210debc584|c6342df4744ae61888fa993d281972d7|f38776a72637f9103f9229c5f2c92e41,1,5e-05
pog,3,44187dfef4ed2dd3669957cc9592514e|814ed433f7b89cef654140214dfdaab5|f38776a72637f9103f9229c5f2c92e41,1,5e-05
pog,3,44187dfef4ed2dd3669957cc9592514e|83fb64f0af37f88a42f311549fb261cb|f38776a72637f9103f9229c5f2c92e41,1,5e-05
pog,3,12ba81fb3ad68ad5b21e4cec7be42666|72b059d86956ec93bbe2ae5a6622f4bd|7b0b5e99f45560c0f83ee235d461ca04,1,5e-05
pog,3,126c091a8ff171f694733a624089e68a|8476c833956c74092868c24514562b0b|a68b85f0e84cbac87f49f5483e16fb6d,1,5e-05
pog,3,664162d351ab59ea042546db288bbf7c|ab493384339108f4d90b1ae4d5a5ee3d|c6ba1690407cbd175f036694488a914e,1,5e-05
pog,3,664162d351ab59ea042546db288bbf7c|ab493384339108f4d90b1ae4d5a5ee3d|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,ab493384339108f4d90b1ae4d5a5ee3d|c6ba1690407cbd175f036694488a914e|fc528592c3858f90196fbfacc814f235,1,5e-05
pog,3,7b0b5e99f45560c0f83ee235d461ca04|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,1,5e-05
pog,3,23ee17885f87575534b44d099507a747|5b971cf50885d3dc973bfc30a389361f|664162d351ab59ea042546db288bbf7c,1,5e-05
pog,3,23ee17885f87575534b44d099507a747|5b971cf50885d3dc973bfc30a389361f|fbf269b6cc339b080853c548156a1050,1,5e-05
pog,3,2b28f4772c30b8544c742f6a349a06b3|46eacb79120159c0d446c08e1f671b0f|8476c833956c74092868c24514562b0b,1,5e-05
pog,3,64fe11119537f0ea81cfb5e4d54b3c71|a6cd655d1645f38869be793d5fb194cb|fbf269b6cc339b080853c548156a1050,1,5e-05
pog,3,0ab410a4baf435f5b6496cb061c11dc1|6eb82f81b7105a1112fec1bb3c8dd62b|bc11aa63d5a69b1b0f90c34fd2c62102,1,5e-05
pog,3,3e600277f4bf92983bf6fcb0ac09e0d7|a68b85f0e84cbac87f49f5483e16fb6d|b608ccb44928992e75009892971acd46,1,5e-05
pog,3,46eacb79120159c0d446c08e1f671b0f|a68b85f0e84cbac87f49f5483e16fb6d|b608ccb44928992e75009892971acd46,1,5e-05
pog,3,1199c4654170f33208d7932d7d2587a5|19125833f147d19800e3aa39ecfc76c2|841c8877534da01768696cd2375bab70,1,5e-05
pog,3,19125833f147d19800e3aa39ecfc76c2|841c8877534da01768696cd2375bab70|a6cd655d1645f38869be793d5fb194cb,1,5e-05
pog,3,b6f318187d9a7cf416a2e84fc24349aa|bc11aa63d5a69b1b0f90c34fd2c62102|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,03bfc1d4783966c69cc6aef8247e0103|64fe11119537f0ea81cfb5e4d54b3c71|b608ccb44928992e75009892971acd46,1,5e-05
pog,3,72b059d86956ec93bbe2ae5a6622f4bd|841c8877534da01768696cd2375bab70|dab681fd76ae76e9421f7378ed0ed11d,1,5e-05
pog,3,6eb82f81b7105a1112fec1bb3c8dd62b|841c8877534da01768696cd2375bab70|de802e3a05e11e88ddd894aa58e0f4d9,1,5e-05
pog,3,0ab410a4baf435f5b6496cb061c11dc1|23ee17885f87575534b44d099507a747|46eacb79120159c0d446c08e1f671b0f,1,5e-05
pog,3,1d14b937ef24d01520848534952cee70|814ed433f7b89cef654140214dfdaab5|f38776a72637f9103f9229c5f2c92e41,1,5e-05
pog_dense,2,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c,8568,0.28862089874014685
pog_dense,2,664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,6799,0.22903051943677155
pog_dense,2,664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,6527,0.21986795122279862
pog_dense,2,126c091a8ff171f694733a624089e68a|95c3a26ab13f3ec5cd28a281e3685e7b,5013,0.1688674796200229
pog_dense,2,126c091a8ff171f694733a624089e68a|b608ccb44928992e75009892971acd46,4915,0.16556626018998855
pog_dense,2,2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c,4905,0.16522940106447484
pog_dense,2,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c,4398,0.14815064340092973
pog_dense,2,2450d5bfc87a1f5b96e2837f5c87a70c|95c3a26ab13f3ec5cd28a281e3685e7b,4398,0.14815064340092973
pog_dense,2,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c,4322,0.14559051404702553
