dataset,category_set,set_size,support,support_ratio
pog_dense,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|841c8877534da01768696cd2375bab70|95c3a26ab13f3ec5cd28a281e3685e7b,4,26,0.0008758337263356465
pog_dense,19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|ecff24c1d93157b5c20fd73bb31faced,3,26,0.0008758337263356465
pog_dense,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|64fe11119537f0ea81cfb5e4d54b3c71|95c3a26ab13f3ec5cd28a281e3685e7b,4,26,0.0008758337263356465
pog_dense,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|64fe11119537f0ea81cfb5e4d54b3c71|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,5,26,0.0008758337263356465
pog_dense,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f|b608ccb44928992e75009892971acd46,4,26,0.0008758337263356465
pog_dense,126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,4,26,0.0008758337263356465
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70|95c3a26ab13f3ec5cd28a281e3685e7b,4,25,0.0008421478137842754
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70|95c3a26ab13f3ec5cd28a281e3685e7b,5,25,0.0008421478137842754
pog_dense,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46|fbf269b6cc339b080853c548156a1050,4,25,0.0008421478137842754
pog_dense,126c091a8ff171f694733a624089e68a|64fe11119537f0ea81cfb5e4d54b3c71|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,4,25,0.0008421478137842754
pog_dense,19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|c6342df4744ae61888fa993d281972d7,3,25,0.0008421478137842754
pog_dense,3afab60a60abe737c6b12772e0fcec0a|3e600277f4bf92983bf6fcb0ac09e0d7|b608ccb44928992e75009892971acd46,3,25,0.0008421478137842754
pog_dense,022ab423f035b47ac0af5046c51ed093|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|a6cd655d1645f38869be793d5fb194cb,4,25,0.0008421478137842754
pog_dense,664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46,4,24,0.0008084619012329044
pog_dense,664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,5,24,0.0008084619012329044
pog_dense,2b28f4772c30b8544c742f6a349a06b3|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,3,24,0.0008084619012329044
pog_dense,852a581f78e4f4d7ecf9972a038e440c|b5512b7b61119e0a76d1f6b3bd6d2b94|b608ccb44928992e75009892971acd46,3,24,0.0008084619012329044
pog_dense,664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,5,23,0.0007747759886815334
pog_dense,126c091a8ff171f694733a624089e68a|95c3a26ab13f3ec5cd28a281e3685e7b|c6ba1690407cbd175f036694488a914e,3,23,0.0007747759886815334
pog_dense,08734b0d499542a3a0ae060fb5597d09|126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7,3,23,0.0007747759886815334
pog_dense,19125833f147d19800e3aa39ecfc76c2|83fb64f0af37f88a42f311549fb261cb|9e3e1aff5fca5f418e5e3679ff932c05,3,23,0.0007747759886815334
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|95c3a26ab13f3ec5cd28a281e3685e7b,4,23,0.0007747759886815334
pog_dense,126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,4,23,0.0007747759886815334
pog_dense,126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb,4,23,0.0007747759886815334
pog_dense,19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|83fb64f0af37f88a42f311549fb261cb|9e3e1aff5fca5f418e5e3679ff932c05,4,23,0.0007747759886815334
pog_dense,19125833f147d19800e3aa39ecfc76c2|58f1ddb77bfc5576db30fa20e53111fa|ecff24c1d93157b5c20fd73bb31faced,3,22,0.0007410900761301624
pog_dense,19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|814ed433f7b89cef654140214dfdaab5,3,22,0.0007410900761301624
pog_dense,664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|c6ba1690407cbd175f036694488a914e,3,22,0.0007410900761301624
pog_dense,08734b0d499542a3a0ae060fb5597d09|126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c,3,22,0.0007410900761301624
pog_dense,3afab60a60abe737c6b12772e0fcec0a|44187dfef4ed2dd3669957cc9592514e|664162d351ab59ea042546db288bbf7c,3,22,0.0007410900761301624
pog_dense,852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b|fc528592c3858f90196fbfacc814f235,3,22,0.0007410900761301624
pog_dense,664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|95c3a26ab13f3ec5cd28a281e3685e7b,3,22,0.0007410900761301624
pog_dense,8476c833956c74092868c24514562b0b|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,4,22,0.0007410900761301624
pog_dense,6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46,3,22,0.0007410900761301624
pog_dense,08734b0d499542a3a0ae060fb5597d09|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,5,22,0.0007410900761301624
pog_dense,03bfc1d4783966c69cc6aef8247e0103|19125833f147d19800e3aa39ecfc76c2|58f1ddb77bfc5576db30fa20e53111fa|c6342df4744ae61888fa993d281972d7,4,21,0.0007074041635787914
pog_dense,126c091a8ff171f694733a624089e68a|19125833f147d19800e3aa39ecfc76c2|95c3a26ab13f3ec5cd28a281e3685e7b,3,21,0.0007074041635787914
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|b5512b7b61119e0a76d1f6b3bd6d2b94|b608ccb44928992e75009892971acd46,4,21,0.0007074041635787914
pog_dense,126c091a8ff171f694733a624089e68a|19125833f147d19800e3aa39ecfc76c2|b608ccb44928992e75009892971acd46,3,21,0.0007074041635787914
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c|2b28f4772c30b8544c742f6a349a06b3|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,4,21,0.0007074041635787914
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c|64fe11119537f0ea81cfb5e4d54b3c71|95c3a26ab13f3ec5cd28a281e3685e7b,3,21,0.0007074041635787914
pog_dense,664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70|852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b,4,21,0.0007074041635787914
pog_dense,19125833f147d19800e3aa39ecfc76c2|2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,5,21,0.0007074041635787914
pog_dense,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|841c8877534da01768696cd2375bab70,3,21,0.0007074041635787914
pog_dense,08734b0d499542a3a0ae060fb5597d09|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb,3,21,0.0007074041635787914
pog_dense,a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102,3,20,0.0006737182510274203
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c|2b28f4772c30b8544c742f6a349a06b3|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,4,20,0.0006737182510274203
pog_dense,0ab410a4baf435f5b6496cb061c11dc1|126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,4,20,0.0006737182510274203
pog_dense,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f|95c3a26ab13f3ec5cd28a281e3685e7b,4,20,0.0006737182510274203
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|fbf269b6cc339b080853c548156a1050,4,20,0.0006737182510274203
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|fbf269b6cc339b080853c548156a1050,4,20,0.0006737182510274203
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|64fe11119537f0ea81cfb5e4d54b3c71|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,5,20,0.0006737182510274203
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb|bc11aa63d5a69b1b0f90c34fd2c62102,5,20,0.0006737182510274203
pog_dense,08734b0d499542a3a0ae060fb5597d09|126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,5,20,0.0006737182510274203
pog_dense,126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,4,20,0.0006737182510274203
pog_dense,126c091a8ff171f694733a624089e68a|b608ccb44928992e75009892971acd46|fbf269b6cc339b080853c548156a1050,3,20,0.0006737182510274203
pog_dense,022ab423f035b47ac0af5046c51ed093|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c,3,19,0.0006400323384760493
pog_dense,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|8585a77eaebc91282b433359863cb569|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,5,19,0.0006400323384760493
pog_dense,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,3,19,0.0006400323384760493
pog_dense,022ab423f035b47ac0af5046c51ed093|126c091a8ff171f694733a624089e68a|fc528592c3858f90196fbfacc814f235,3,19,0.0006400323384760493
pog_dense,664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70|b608ccb44928992e75009892971acd46,3,19,0.0006400323384760493
pog_dense,126c091a8ff171f694733a624089e68a|6eb82f81b7105a1112fec1bb3c8dd62b|b608ccb44928992e75009892971acd46,3,19,0.0006400323384760493
pog_dense,126c091a8ff171f694733a624089e68a|841c8877534da01768696cd2375bab70|95c3a26ab13f3ec5cd28a281e3685e7b,3,19,0.0006400323384760493
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|c6ba1690407cbd175f036694488a914e,4,19,0.0006400323384760493
pog_dense,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|8585a77eaebc91282b433359863cb569|b608ccb44928992e75009892971acd46,5,19,0.0006400323384760493
pog_dense,0ab410a4baf435f5b6496cb061c11dc1|126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,5,19,0.0006400323384760493
pog_dense,852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46|fbf269b6cc339b080853c548156a1050,3,19,0.0006400323384760493
pog_dense,1199c4654170f33208d7932d7d2587a5|126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c,3,19,0.0006400323384760493
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|44187dfef4ed2dd3669957cc9592514e|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,5,19,0.0006400323384760493
pog_dense,022ab423f035b47ac0af5046c51ed093|126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7,3,19,0.0006400323384760493
pog_dense,126c091a8ff171f694733a624089e68a|841c8877534da01768696cd2375bab70|b608ccb44928992e75009892971acd46,3,19,0.0006400323384760493
pog_dense,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|fbf269b6cc339b080853c548156a1050,3,19,0.0006400323384760493
pog_dense,08734b0d499542a3a0ae060fb5597d09|126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,5,19,0.0006400323384760493
pog_dense,03bfc1d4783966c69cc6aef8247e0103|19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|ecff24c1d93157b5c20fd73bb31faced,4,19,0.0006400323384760493
pog_dense,664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,3,19,0.0006400323384760493
pog_dense,64fe11119537f0ea81cfb5e4d54b3c71|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,3,18,0.0006063464259246784
pog_dense,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|6eb82f81b7105a1112fec1bb3c8dd62b,3,18,0.0006063464259246784
pog_dense,022ab423f035b47ac0af5046c51ed093|126c091a8ff171f694733a624089e68a|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,4,18,0.0006063464259246784
pog_dense,126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f|95c3a26ab13f3ec5cd28a281e3685e7b|fc528592c3858f90196fbfacc814f235,4,18,0.0006063464259246784
pog_dense,126c091a8ff171f694733a624089e68a|95c3a26ab13f3ec5cd28a281e3685e7b|fbf269b6cc339b080853c548156a1050,3,18,0.0006063464259246784
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c|44187dfef4ed2dd3669957cc9592514e|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,4,18,0.0006063464259246784
pog_dense,19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|c7d17d4d3b51ccfb89c4c0f40ae87262,3,18,0.0006063464259246784
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|8585a77eaebc91282b433359863cb569,3,18,0.0006063464259246784
pog_dense,3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70|95c3a26ab13f3ec5cd28a281e3685e7b,4,18,0.0006063464259246784
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|b608ccb44928992e75009892971acd46,4,18,0.0006063464259246784
pog_dense,664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb,3,18,0.0006063464259246784
pog_dense,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46,5,18,0.0006063464259246784
pog_dense,3e600277f4bf92983bf6fcb0ac09e0d7|b608ccb44928992e75009892971acd46|de802e3a05e11e88ddd894aa58e0f4d9,3,18,0.0006063464259246784
pog_dense,08734b0d499542a3a0ae060fb5597d09|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46,3,18,0.0006063464259246784
pog_dense,95c3a26ab13f3ec5cd28a281e3685e7b|bc11aa63d5a69b1b0f90c34fd2c62102|fc528592c3858f90196fbfacc814f235,3,18,0.0006063464259246784
pog_dense,126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb,5,18,0.0006063464259246784
pog_dense,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|44187dfef4ed2dd3669957cc9592514e|95c3a26ab13f3ec5cd28a281e3685e7b,4,17,0.0005726605133733073
pog_dense,852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb,3,17,0.0005726605133733073
pog_dense,126c091a8ff171f694733a624089e68a|8585a77eaebc91282b433359863cb569|a6cd655d1645f38869be793d5fb194cb,3,17,0.0005726605133733073
pog_dense,08734b0d499542a3a0ae060fb5597d09|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c,3,17,0.0005726605133733073
pog_dense,3afab60a60abe737c6b12772e0fcec0a|3e600277f4bf92983bf6fcb0ac09e0d7|95c3a26ab13f3ec5cd28a281e3685e7b,3,17,0.0005726605133733073
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|8585a77eaebc91282b433359863cb569|b5512b7b61119e0a76d1f6b3bd6d2b94,4,17,0.0005726605133733073
pog_dense,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|a6cd655d1645f38869be793d5fb194cb|c6ba1690407cbd175f036694488a914e,4,17,0.0005726605133733073
pog_dense,19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|814ed433f7b89cef654140214dfdaab5|83fb64f0af37f88a42f311549fb261cb,4,17,0.0005726605133733073
pog_dense,3e600277f4bf92983bf6fcb0ac09e0d7|95c3a26ab13f3ec5cd28a281e3685e7b|bc11aa63d5a69b1b0f90c34fd2c62102,3,17,0.0005726605133733073
pog_dense,126c091a8ff171f694733a624089e68a|64fe11119537f0ea81cfb5e4d54b3c71|95c3a26ab13f3ec5cd28a281e3685e7b,3,17,0.0005726605133733073
pog_dense,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|6eb82f81b7105a1112fec1bb3c8dd62b|b608ccb44928992e75009892971acd46,4,17,0.0005726605133733073
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,5,17,0.0005726605133733073
pog_dense,664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|852a581f78e4f4d7ecf9972a038e440c|b5512b7b61119e0a76d1f6b3bd6d2b94|b608ccb44928992e75009892971acd46,5,17,0.0005726605133733073
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46|c6ba1690407cbd175f036694488a914e,5,17,0.0005726605133733073
pog_dense,664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c,3,16,0.0005389746008219363
pog_dense,3afab60a60abe737c6b12772e0fcec0a|841c8877534da01768696cd2375bab70|95c3a26ab13f3ec5cd28a281e3685e7b,3,16,0.0005389746008219363
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|841c8877534da01768696cd2375bab70|95c3a26ab13f3ec5cd28a281e3685e7b,4,16,0.0005389746008219363
pog_dense,126c091a8ff171f694733a624089e68a|6eb82f81b7105a1112fec1bb3c8dd62b|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb,4,16,0.0005389746008219363
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|b5512b7b61119e0a76d1f6b3bd6d2b94,4,16,0.0005389746008219363
pog_dense,126c091a8ff171f694733a624089e68a|95c3a26ab13f3ec5cd28a281e3685e7b|bc11aa63d5a69b1b0f90c34fd2c62102|fc528592c3858f90196fbfacc814f235,4,16,0.0005389746008219363
pog_dense,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70,4,16,0.0005389746008219363
pog_dense,022ab423f035b47ac0af5046c51ed093|126c091a8ff171f694733a624089e68a|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,4,16,0.0005389746008219363
pog_dense,022ab423f035b47ac0af5046c51ed093|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb,3,16,0.0005389746008219363
pog_dense,126c091a8ff171f694733a624089e68a|64fe11119537f0ea81cfb5e4d54b3c71|664162d351ab59ea042546db288bbf7c,3,16,0.0005389746008219363
pog_dense,022ab423f035b47ac0af5046c51ed093|126c091a8ff171f694733a624089e68a|95c3a26ab13f3ec5cd28a281e3685e7b,3,16,0.0005389746008219363
pog_dense,19125833f147d19800e3aa39ecfc76c2|3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,4,16,0.0005389746008219363
pog_dense,2b28f4772c30b8544c742f6a349a06b3|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,4,16,0.0005389746008219363
pog_dense,2b28f4772c30b8544c742f6a349a06b3|3e600277f4bf92983bf6fcb0ac09e0d7|b608ccb44928992e75009892971acd46,3,16,0.0005389746008219363
pog_dense,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b|b5512b7b61119e0a76d1f6b3bd6d2b94,4,16,0.0005389746008219363
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|44187dfef4ed2dd3669957cc9592514e,3,16,0.0005389746008219363
pog_dense,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b,4,15,0.0005052886882705652
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb,5,15,0.0005052886882705652
pog_dense,126c091a8ff171f694733a624089e68a|188ff8c06949a640ea5ac102e60941ec|2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,5,15,0.0005052886882705652
pog_dense,19125833f147d19800e3aa39ecfc76c2|2deec110140f47a0a9b9fddf744f956e|ecff24c1d93157b5c20fd73bb31faced,3,15,0.0005052886882705652
pog_dense,44187dfef4ed2dd3669957cc9592514e|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c,3,15,0.0005052886882705652
pog_dense,44187dfef4ed2dd3669957cc9592514e|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,3,15,0.0005052886882705652
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|a68b85f0e84cbac87f49f5483e16fb6d,5,15,0.0005052886882705652
pog_dense,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|8585a77eaebc91282b433359863cb569|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,5,15,0.0005052886882705652
pog_dense,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|a68b85f0e84cbac87f49f5483e16fb6d,5,15,0.0005052886882705652
pog_dense,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|46eacb79120159c0d446c08e1f671b0f,3,15,0.0005052886882705652
pog_dense,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|8585a77eaebc91282b433359863cb569|b5512b7b61119e0a76d1f6b3bd6d2b94|b608ccb44928992e75009892971acd46,5,15,0.0005052886882705652
pog_dense,0ab410a4baf435f5b6496cb061c11dc1|126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f,3,15,0.0005052886882705652
pog_dense,022ab423f035b47ac0af5046c51ed093|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b,4,14,0.00047160277571919423
pog_dense,3e600277f4bf92983bf6fcb0ac09e0d7|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,3,14,0.00047160277571919423
pog_dense,126c091a8ff171f694733a624089e68a|6eb82f81b7105a1112fec1bb3c8dd62b|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,4,14,0.00047160277571919423
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c|64fe11119537f0ea81cfb5e4d54b3c71|b608ccb44928992e75009892971acd46,3,14,0.00047160277571919423
pog_dense,2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|de802e3a05e11e88ddd894aa58e0f4d9,3,14,0.00047160277571919423
pog_dense,3afab60a60abe737c6b12772e0fcec0a|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,4,14,0.00047160277571919423
pog_dense,664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46|de802e3a05e11e88ddd894aa58e0f4d9,4,14,0.00047160277571919423
pog_dense,126c091a8ff171f694733a624089e68a|44187dfef4ed2dd3669957cc9592514e|46eacb79120159c0d446c08e1f671b0f,3,14,0.00047160277571919423
pog_dense,8476c833956c74092868c24514562b0b|852a581f78e4f4d7ecf9972a038e440c|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,4,14,0.00047160277571919423
pog_dense,08734b0d499542a3a0ae060fb5597d09|126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f,3,14,0.00047160277571919423
